"AwardCategory","AwardWinner","SecondaryName.list","AwardCeremony","FilmID","FilmName","PersonID","PersonName","CompanyID","CompanyName","Ceremony","CeremonyYear"
"Best Actor","Winner","Patton","Event-35-1970","tt0066206","Patton","nm0001715","George C. Scott",NA,NA,"035","1970"
"Best Actor",NA,"I Never Sang for My Father","Event-35-1970","tt0065872","I Never Sang for My Father","nm0002048","Melvyn Douglas",NA,NA,"035","1970"
"Best Actor",NA,"Five Easy Pieces","Event-35-1970","tt0065724","Five Easy Pieces","nm0000197","Jack Nicholson",NA,NA,"035","1970"
"Best Actress","Winner","Women in Love","Event-35-1970","tt0066579","Women in Love","nm0413559","Glenda Jackson",NA,NA,"035","1970"
"Best Actress",NA,"Five Easy Pieces","Event-35-1970","tt0065724","Five Easy Pieces","nm0000947","Karen Black",NA,NA,"035","1970"
"Best Actress",NA,"The Passion of Anna","Event-35-1970","tt0064793","The Passion of Anna","nm0880521","Liv Ullmann",NA,NA,"035","1970"
"Best Director","Winner","Five Easy Pieces","Event-35-1970","tt0065724","Five Easy Pieces","nm0706182","Bob Rafelson",NA,NA,"035","1970"
"Best Director",NA,"Fellini Satyricon","Event-35-1970","tt0064940","Fellini Satyricon","nm0000019","Federico Fellini",NA,NA,"035","1970"
"Best Director",NA,"M*A*S*H, Brewster McCloud","Event-35-1970","tt0066026","M*A*S*H","nm0000265","Robert Altman",NA,NA,"035","1970"
"Best Director",NA,"M*A*S*H, Brewster McCloud","Event-35-1970","tt0065492","Brewster McCloud","nm0000265","Robert Altman",NA,NA,"035","1970"
"Best Film","Winner",NA,"Event-35-1970","tt0065724","Five Easy Pieces",NA,NA,NA,NA,"035","1970"
"Best Film",NA,NA,"Event-35-1970","tt0064793","The Passion of Anna",NA,NA,NA,NA,"035","1970"
"Best Film",NA,NA,"Event-35-1970","tt0066026","M*A*S*H",NA,NA,NA,NA,"035","1970"
"Best Screenplay","Winner","Éric Rohmer","Event-35-1970","tt0064612","My Night at Maud's","nm0006445","Éric Rohmer",NA,NA,"035","1970"
"Best Screenplay",NA,"Ugo Pirro, Elio Petri","Event-35-1970","tt0065889","Investigation of a Citizen Above Suspicion","nm0685316","Ugo Pirro",NA,NA,"035","1970"
"Best Screenplay",NA,"Ugo Pirro, Elio Petri","Event-35-1970","tt0065889","Investigation of a Citizen Above Suspicion","nm0677880","Elio Petri",NA,NA,"035","1970"
"Best Screenplay",NA,"Jean Gruault, François Truffaut","Event-35-1970","tt0064285","The Wild Child","nm0344171","Jean Gruault",NA,NA,"035","1970"
"Best Screenplay",NA,"Jean Gruault, François Truffaut","Event-35-1970","tt0064285","The Wild Child","nm0000076","François Truffaut",NA,NA,"035","1970"
"Best Supporting Actor","Winner","Little Big Man","Event-35-1970","tt0065988","Little Big Man","nm0313381","Chief Dan George",NA,NA,"035","1970"
"Best Supporting Actor",NA,"Alex in Wonderland","Event-35-1970","tt0065380","Alex in Wonderland","nm0005196","Paul Mazursky",NA,NA,"035","1970"
"Best Supporting Actor",NA,"Diary of a Mad Housewife","Event-35-1970","tt0065636","Diary of a Mad Housewife","nm0001449","Frank Langella",NA,NA,"035","1970"
"Best Supporting Actor",NA,"Lovers and Other Strangers","Event-35-1970","tt0066016","Lovers and Other Strangers","nm0144710","Richard S. Castellano",NA,NA,"035","1970"
"Best Supporting Actress","Winner","Five Easy Pieces","Event-35-1970","tt0065724","Five Easy Pieces","nm0000947","Karen Black",NA,NA,"035","1970"
"Best Supporting Actress",NA,"My Night at Maud's","Event-35-1970","tt0064612","My Night at Maud's","nm0264554","Françoise Fabian",NA,NA,"035","1970"
"Best Supporting Actress",NA,"Loving","Event-35-1970","tt0066017","Loving","nm0001693","Eva Marie Saint",NA,NA,"035","1970"
"Best Supporting Actress",NA,"Five Easy Pieces","Event-35-1970","tt0065724","Five Easy Pieces","nm0809135","Lois Smith",NA,NA,"035","1970"
"Best Actor","Winner","The French Connection","Event-36-1971","tt0067116","The French Connection","nm0000432","Gene Hackman",NA,NA,"036","1971"
"Best Actor",NA,"Sunday Bloody Sunday","Event-36-1971","tt0067805","Sunday Bloody Sunday","nm0002075","Peter Finch",NA,NA,"036","1971"
"Best Actor",NA,"A Clockwork Orange","Event-36-1971","tt0066921","A Clockwork Orange","nm0000532","Malcolm McDowell",NA,NA,"036","1971"
"Best Actress","Winner","Klute","Event-36-1971","tt0067309","Klute","nm0000404","Jane Fonda",NA,NA,"036","1971"
"Best Actress",NA,"Minnie and Moskowitz","Event-36-1971","tt0067433","Minnie and Moskowitz","nm0001687","Gena Rowlands",NA,NA,"036","1971"
"Best Actress",NA,"Desperate Characters","Event-36-1971","tt0066986","Desperate Characters","nm0000511","Shirley MacLaine",NA,NA,"036","1971"
"Best Director","Winner","A Clockwork Orange","Event-36-1971","tt0066921","A Clockwork Orange","nm0000040","Stanley Kubrick",NA,NA,"036","1971"
"Best Director",NA,"The Last Picture Show","Event-36-1971","tt0067328","The Last Picture Show","nm0000953","Peter Bogdanovich",NA,NA,"036","1971"
"Best Director",NA,"The Conformist","Event-36-1971","tt0065571","The Conformist","nm0000934","Bernardo Bertolucci",NA,NA,"036","1971"
"Best Film","Winner",NA,"Event-36-1971","tt0066921","A Clockwork Orange",NA,NA,NA,NA,"036","1971"
"Best Film",NA,NA,"Event-36-1971","tt0067328","The Last Picture Show",NA,NA,NA,NA,"036","1971"
"Best Film",NA,NA,"Event-36-1971","tt0067116","The French Connection",NA,NA,NA,NA,"036","1971"
"Best Screenplay","Winner","Penelope Gilliatt","Event-36-1971","tt0067805","Sunday Bloody Sunday","nm0319149","Penelope Gilliatt",NA,NA,"036","1971"
"Best Screenplay","Winner","Peter Bogdanovich, Larry McMurtry","Event-36-1971","tt0067328","The Last Picture Show","nm0000953","Peter Bogdanovich",NA,NA,"036","1971"
"Best Screenplay","Winner","Peter Bogdanovich, Larry McMurtry","Event-36-1971","tt0067328","The Last Picture Show","nm0573505","Larry McMurtry",NA,NA,"036","1971"
"Best Screenplay",NA,"Éric Rohmer","Event-36-1971","tt0065772","Claire's Knee","nm0006445","Éric Rohmer",NA,NA,"036","1971"
"Best Supporting Actor","Winner","The Last Picture Show","Event-36-1971","tt0067328","The Last Picture Show","nm0424565","Ben Johnson",NA,NA,"036","1971"
"Best Supporting Actor",NA,"Two-Lane Blacktop, The Hired Hand","Event-36-1971","tt0067893","Two-Lane Blacktop","nm0643105","Warren Oates",NA,NA,"036","1971"
"Best Supporting Actor",NA,"Two-Lane Blacktop, The Hired Hand","Event-36-1971","tt0067204","The Hired Hand","nm0643105","Warren Oates",NA,NA,"036","1971"
"Best Supporting Actor",NA,"King Lear","Event-36-1971","tt0067306","King Lear","nm0916001","Alan Webb",NA,NA,"036","1971"
"Best Supporting Actress","Winner","The Last Picture Show","Event-36-1971","tt0067328","The Last Picture Show","nm0000995","Ellen Burstyn",NA,NA,"036","1971"
"Best Supporting Actress",NA,"The Last Picture Show","Event-36-1971","tt0067328","The Last Picture Show","nm0001458","Cloris Leachman",NA,NA,"036","1971"
"Best Supporting Actress",NA,"Carnal Knowledge","Event-36-1971","tt0066892","Carnal Knowledge","nm0000268","Ann-Margret",NA,NA,"036","1971"
"Best Actor","Winner","Sleuth","Event-37-1972","tt0069281","Sleuth","nm0000059","Laurence Olivier",NA,NA,"037","1972"
"Best Actor",NA,"The Godfather","Event-37-1972","tt0068646","The Godfather","nm0000008","Marlon Brando",NA,NA,"037","1972"
"Best Actor",NA,"Child's Play","Event-37-1972","tt0068369","Child's Play","nm0000051","James Mason",NA,NA,"037","1972"
"Best Actress","Winner","Cries & Whispers, The Emigrants","Event-37-1972","tt0069467","Cries & Whispers","nm0880521","Liv Ullmann",NA,NA,"037","1972"
"Best Actress","Winner","Cries & Whispers, The Emigrants","Event-37-1972","tt0067919","The Emigrants","nm0880521","Liv Ullmann",NA,NA,"037","1972"
"Best Actress",NA,"Sounder","Event-37-1972","tt0069303","Sounder","nm0001807","Cicely Tyson",NA,NA,"037","1972"
"Best Actress",NA,"Cries & Whispers","Event-37-1972","tt0069467","Cries & Whispers","nm0027683","Harriet Andersson",NA,NA,"037","1972"
"Best Actress",NA,"A Day in the Death of Joe Egg","Event-37-1972","tt0068450","A Day in the Death of Joe Egg","nm0840531","Janet Suzman",NA,NA,"037","1972"
"Best Director","Winner","Cries & Whispers","Event-37-1972","tt0069467","Cries & Whispers","nm0000005","Ingmar Bergman",NA,NA,"037","1972"
"Best Director",NA,"The Godfather","Event-37-1972","tt0068646","The Godfather","nm0000338","Francis Ford Coppola",NA,NA,"037","1972"
"Best Director",NA,"The Discreet Charm of the Bourgeoisie","Event-37-1972","tt0068361","The Discreet Charm of the Bourgeoisie","nm0000320","Luis Buñuel",NA,NA,"037","1972"
"Best Film","Winner",NA,"Event-37-1972","tt0069467","Cries & Whispers",NA,NA,NA,NA,"037","1972"
"Best Film",NA,NA,"Event-37-1972","tt0068646","The Godfather",NA,NA,NA,NA,"037","1972"
"Best Film",NA,NA,"Event-37-1972","tt0067919","The Emigrants",NA,NA,NA,NA,"037","1972"
"Best Screenplay","Winner","Ingmar Bergman","Event-37-1972","tt0069467","Cries & Whispers","nm0000005","Ingmar Bergman",NA,NA,"037","1972"
"Best Screenplay",NA,"Luis Buñuel, Jean-Claude Carrière","Event-37-1972","tt0068361","The Discreet Charm of the Bourgeoisie","nm0000320","Luis Buñuel",NA,NA,"037","1972"
"Best Screenplay",NA,"Luis Buñuel, Jean-Claude Carrière","Event-37-1972","tt0068361","The Discreet Charm of the Bourgeoisie","nm0140643","Jean-Claude Carrière",NA,NA,"037","1972"
"Best Screenplay",NA,"Jan Troell, Bengt Forslund","Event-37-1972","tt0067919","The Emigrants","nm0873296","Jan Troell",NA,NA,"037","1972"
"Best Screenplay",NA,"Jan Troell, Bengt Forslund","Event-37-1972","tt0067919","The Emigrants","nm0286873","Bengt Forslund",NA,NA,"037","1972"
"Best Supporting Actor","Winner","The Godfather","Event-37-1972","tt0068646","The Godfather","nm0000380","Robert Duvall",NA,NA,"037","1972"
"Best Supporting Actor",NA,"The Heartbreak Kid","Event-37-1972","tt0068687","The Heartbreak Kid","nm0000734","Eddie Albert",NA,NA,"037","1972"
"Best Supporting Actor",NA,"Young Winston","Event-37-1972","tt0069528","Young Winston","nm0001727","Robert Shaw",NA,NA,"037","1972"
"Best Supporting Actress","Winner","The Heartbreak Kid","Event-37-1972","tt0068687","The Heartbreak Kid","nm0075588","Jeannie Berlin",NA,NA,"037","1972"
"Best Supporting Actress",NA,"Fat City","Event-37-1972","tt0068575","Fat City","nm0879073","Susan Tyrrell",NA,NA,"037","1972"
"Best Supporting Actress",NA,"Junior Bonner","Event-37-1972","tt0068786","Junior Bonner","nm0526946","Ida Lupino",NA,NA,"037","1972"
"Best Actor","Winner","Last Tango in Paris","Event-38-1973","tt0070849","Last Tango in Paris","nm0000008","Marlon Brando",NA,NA,"038","1973"
"Best Actor",NA,"Serpico","Event-38-1973","tt0070666","Serpico","nm0000199","Al Pacino",NA,NA,"038","1973"
"Best Actress","Winner","Summer Wishes, Winter Dreams","Event-38-1973","tt0070748","Summer Wishes, Winter Dreams","nm0940946","Joanne Woodward",NA,NA,"038","1973"
"Best Actress",NA,"A Touch of Class","Event-38-1973","tt0070819","A Touch of Class","nm0413559","Glenda Jackson",NA,NA,"038","1973"
"Best Director","Winner","Day for Night","Event-38-1973","tt0070460","Day for Night","nm0000076","François Truffaut",NA,NA,"038","1973"
"Best Director",NA,"State of Siege","Event-38-1973","tt0070959","State of Siege","nm0002020","Costa-Gavras",NA,NA,"038","1973"
"Best Film","Winner",NA,"Event-38-1973","tt0070460","Day for Night",NA,NA,NA,NA,"038","1973"
"Best Film",NA,NA,"Event-38-1973","tt0069704","American Graffiti",NA,NA,NA,NA,"038","1973"
"Best Film",NA,NA,"Event-38-1973","tt0070959","State of Siege",NA,NA,NA,NA,"038","1973"
"Best Screenplay","Winner","George Lucas, Gloria Katz, Willard Huyck","Event-38-1973","tt0069704","American Graffiti","nm0000184","George Lucas",NA,NA,"038","1973"
"Best Screenplay","Winner","George Lucas, Gloria Katz, Willard Huyck","Event-38-1973","tt0069704","American Graffiti","nm0441718","Gloria Katz",NA,NA,"038","1973"
"Best Screenplay","Winner","George Lucas, Gloria Katz, Willard Huyck","Event-38-1973","tt0069704","American Graffiti","nm0404754","Willard Huyck",NA,NA,"038","1973"
"Best Screenplay",NA,"Franco Solinas","Event-38-1973","tt0070959","State of Siege","nm0758357","Franco Solinas",NA,NA,"038","1973"
"Best Supporting Actor","Winner","Bang the Drum Slowly","Event-38-1973","tt0069765","Bang the Drum Slowly","nm0000134","Robert De Niro",NA,NA,"038","1973"
"Best Supporting Actor","Winner","Mean Streets","Event-38-1973","tt0070379","Mean Streets","nm0000134","Robert De Niro",NA,NA,"038","1973"
"Best Supporting Actor",NA,"The Paper Chase","Event-38-1973","tt0070509","The Paper Chase","nm0002144","John Houseman",NA,NA,"038","1973"
"Best Supporting Actress","Winner","Day for Night","Event-38-1973","tt0070460","Day for Night","nm0181305","Valentina Cortese",NA,NA,"038","1973"
"Best Actor","Winner","Chinatown, The Last Detail","Event-39-1974","tt0071315","Chinatown","nm0000197","Jack Nicholson",NA,NA,"039","1974"
"Best Actor","Winner","Chinatown, The Last Detail","Event-39-1974","tt0070290","The Last Detail","nm0000197","Jack Nicholson",NA,NA,"039","1974"
"Best Actor",NA,"The Conversation","Event-39-1974","tt0071360","The Conversation","nm0000432","Gene Hackman",NA,NA,"039","1974"
"Best Actor",NA,"The Apprenticeship of Duddy Kravitz","Event-39-1974","tt0071155","The Apprenticeship of Duddy Kravitz","nm0000377","Richard Dreyfuss",NA,NA,"039","1974"
"Best Actor",NA,"Lenny","Event-39-1974","tt0071746","Lenny","nm0000163","Dustin Hoffman",NA,NA,"039","1974"
"Best Actress","Winner","Scenes from a Marriage","Event-39-1974","tt6725014","Scenes from a Marriage","nm0880521","Liv Ullmann",NA,NA,"039","1974"
"Best Actress",NA,"A Woman Under the Influence","Event-39-1974","tt0072417","A Woman Under the Influence","nm0001687","Gena Rowlands",NA,NA,"039","1974"
"Best Actress",NA,"Love & Anarchy","Event-39-1974","tt0070061","Love & Anarchy","nm0577423","Mariangela Melato",NA,NA,"039","1974"
"Best Actress",NA,"Lenny","Event-39-1974","tt0071746","Lenny","nm0674781","Valerie Perrine",NA,NA,"039","1974"
"Best Director","Winner","I Remember","Event-39-1974","tt0071129","I Remember","nm0000019","Federico Fellini",NA,NA,"039","1974"
"Best Director",NA,"Scenes from a Marriage","Event-39-1974","tt6725014","Scenes from a Marriage","nm0000005","Ingmar Bergman",NA,NA,"039","1974"
"Best Director",NA,"The Godfather Part II","Event-39-1974","tt0071562","The Godfather Part II","nm0000338","Francis Ford Coppola",NA,NA,"039","1974"
"Best Film","Winner",NA,"Event-39-1974","tt0071129","I Remember",NA,NA,NA,NA,"039","1974"
"Best Film",NA,NA,"Event-39-1974","tt6725014","Scenes from a Marriage",NA,NA,NA,NA,"039","1974"
"Best Film",NA,NA,"Event-39-1974","tt0071562","The Godfather Part II",NA,NA,NA,NA,"039","1974"
"Best Screenplay","Winner","Ingmar Bergman","Event-39-1974","tt6725014","Scenes from a Marriage","nm0000005","Ingmar Bergman",NA,NA,"039","1974"
"Best Screenplay",NA,"Robert Towne","Event-39-1974","tt0071315","Chinatown","nm0001801","Robert Towne",NA,NA,"039","1974"
"Best Screenplay",NA,"Francis Ford Coppola","Event-39-1974","tt0071360","The Conversation","nm0000338","Francis Ford Coppola",NA,NA,"039","1974"
"Best Supporting Actor","Winner","Stavisky","Event-39-1974","tt0072204","Stavisky","nm0000964","Charles Boyer",NA,NA,"039","1974"
"Best Supporting Actor",NA,"The Godfather Part II","Event-39-1974","tt0071562","The Godfather Part II","nm0000134","Robert De Niro",NA,NA,"039","1974"
"Best Supporting Actor",NA,"The Godfather Part II","Event-39-1974","tt0071562","The Godfather Part II","nm0833448","Lee Strasberg",NA,NA,"039","1974"
"Best Supporting Actress","Winner","Lenny","Event-39-1974","tt0071746","Lenny","nm0674781","Valerie Perrine",NA,NA,"039","1974"
"Best Supporting Actress",NA,"Scenes from a Marriage","Event-39-1974","tt6725014","Scenes from a Marriage","nm0000761","Bibi Andersson",NA,NA,"039","1974"
"Best Supporting Actress",NA,"Young Frankenstein","Event-39-1974","tt0072431","Young Frankenstein","nm0001404","Madeline Kahn",NA,NA,"039","1974"
"Best Actor","Winner","Angels with Dirty Faces","Event-4-1938","tt0029870","Angels with Dirty Faces","nm0000010","James Cagney",NA,NA,"004","1938"
"Best Actor",NA,"Boys Town","Event-4-1938","tt0029942","Boys Town","nm0000075","Spencer Tracy",NA,NA,"004","1938"
"Best Actor",NA,"Four Daughters","Event-4-1938","tt0030149","Four Daughters","nm0002092","John Garfield",NA,NA,"004","1938"
"Best Actress","Winner","Three Comrades","Event-4-1938","tt0030865","Three Comrades","nm0837925","Margaret Sullavan",NA,NA,"004","1938"
"Best Actress",NA,"Pygmalion","Event-4-1938","tt0030637","Pygmalion","nm0384908","Wendy Hiller",NA,NA,"004","1938"
"Best Director","Winner","The Lady Vanishes","Event-4-1938","tt0030341","The Lady Vanishes","nm0000033","Alfred Hitchcock",NA,NA,"004","1938"
"Best Director",NA,"You Can't Take It with You","Event-4-1938","tt0030993","You Can't Take It with You","nm0001008","Frank Capra",NA,NA,"004","1938"
"Best Director",NA,"A Man to Remember","Event-4-1938","tt0030410","A Man to Remember","nm0437717","Garson Kanin",NA,NA,"004","1938"
"Best Director",NA,"Algiers","Event-4-1938","tt0029855","Algiers","nm0188669","John Cromwell",NA,NA,"004","1938"
"Best Director",NA,"The Great Waltz","Event-4-1938","tt0030202","The Great Waltz","nm0245213","Julien Duvivier",NA,NA,"004","1938"
"Best Director",NA,"Four Daughters","Event-4-1938","tt0030149","Four Daughters","nm0002031","Michael Curtiz",NA,NA,"004","1938"
"Best Film","Winner",NA,"Event-4-1938","tt0029995","The Citadel",NA,NA,NA,NA,"004","1938"
"Best Film",NA,NA,"Event-4-1938","tt0030341","The Lady Vanishes",NA,NA,NA,NA,"004","1938"
"Best Foreign Language Film","Winner",NA,"Event-4-1938","tt0028950","The Grand Illusion",NA,NA,NA,NA,"004","1938"
"Best Foreign Language Film",NA,NA,"Event-4-1938","tt0163797","Professor Mamlock",NA,NA,NA,NA,"004","1938"
"Best Actor","Winner","One Flew Over the Cuckoo's Nest","Event-40-1975","tt0073486","One Flew Over the Cuckoo's Nest","nm0000197","Jack Nicholson",NA,NA,"040","1975"
"Best Actor",NA,"Dog Day Afternoon","Event-40-1975","tt0072890","Dog Day Afternoon","nm0000199","Al Pacino",NA,NA,"040","1975"
"Best Actor",NA,"Night Moves","Event-40-1975","tt0073453","Night Moves","nm0000432","Gene Hackman",NA,NA,"040","1975"
"Best Actress","Winner","The Story of Adele H","Event-40-1975","tt0073114","The Story of Adele H","nm0000254","Isabelle Adjani",NA,NA,"040","1975"
"Best Actress",NA,"A Brief Vacation","Event-40-1975","tt0069823","A Brief Vacation","nm0093030","Florinda Bolkan",NA,NA,"040","1975"
"Best Actress",NA,"Alice Doesn't Live Here Anymore","Event-40-1975","tt0071115","Alice Doesn't Live Here Anymore","nm0000995","Ellen Burstyn",NA,NA,"040","1975"
"Best Director","Winner","Nashville","Event-40-1975","tt0073440","Nashville","nm0000265","Robert Altman",NA,NA,"040","1975"
"Best Director",NA,"Barry Lyndon","Event-40-1975","tt0072684","Barry Lyndon","nm0000040","Stanley Kubrick",NA,NA,"040","1975"
"Best Director",NA,"Swept Away","Event-40-1975","tt0073817","Swept Away","nm0921631","Lina Wertmüller",NA,NA,"040","1975"
"Best Film","Winner",NA,"Event-40-1975","tt0073440","Nashville",NA,NA,NA,NA,"040","1975"
"Best Film",NA,NA,"Event-40-1975","tt0072684","Barry Lyndon",NA,NA,NA,NA,"040","1975"
"Best Film",NA,NA,"Event-40-1975","tt0073817","Swept Away",NA,NA,NA,NA,"040","1975"
"Best Screenplay","Winner","François Truffaut, Jean Gruault, Suzanne Schiffman","Event-40-1975","tt0073114","The Story of Adele H","nm0000076","François Truffaut",NA,NA,"040","1975"
"Best Screenplay","Winner","François Truffaut, Jean Gruault, Suzanne Schiffman","Event-40-1975","tt0073114","The Story of Adele H","nm0344171","Jean Gruault",NA,NA,"040","1975"
"Best Screenplay","Winner","François Truffaut, Jean Gruault, Suzanne Schiffman","Event-40-1975","tt0073114","The Story of Adele H","nm0771535","Suzanne Schiffman",NA,NA,"040","1975"
"Best Screenplay",NA,"Lina Wertmüller","Event-40-1975","tt0073817","Swept Away","nm0921631","Lina Wertmüller",NA,NA,"040","1975"
"Best Screenplay",NA,"Robert Towne, Warren Beatty","Event-40-1975","tt0073692","Shampoo","nm0001801","Robert Towne",NA,NA,"040","1975"
"Best Screenplay",NA,"Robert Towne, Warren Beatty","Event-40-1975","tt0073692","Shampoo","nm0000886","Warren Beatty",NA,NA,"040","1975"
"Best Supporting Actor","Winner","Hearts of the West","Event-40-1975","tt0073096","Hearts of the West","nm0000273","Alan Arkin",NA,NA,"040","1975"
"Best Supporting Actor",NA,"Nashville","Event-40-1975","tt0073440","Nashville","nm0002099","Henry Gibson",NA,NA,"040","1975"
"Best Supporting Actor",NA,"Dog Day Afternoon","Event-40-1975","tt0072890","Dog Day Afternoon","nm0001697","Chris Sarandon",NA,NA,"040","1975"
"Best Supporting Actress","Winner","Nashville","Event-40-1975","tt0073440","Nashville","nm0005499","Lily Tomlin",NA,NA,"040","1975"
"Best Supporting Actress",NA,"One Flew Over the Cuckoo's Nest","Event-40-1975","tt0073486","One Flew Over the Cuckoo's Nest","nm0001221","Louise Fletcher",NA,NA,"040","1975"
"Best Supporting Actress",NA,"Alice Doesn't Live Here Anymore","Event-40-1975","tt0071115","Alice Doesn't Live Here Anymore","nm0002663","Diane Ladd",NA,NA,"040","1975"
"Best Actor","Winner","Taxi Driver","Event-41-1976","tt0075314","Taxi Driver","nm0000134","Robert De Niro",NA,NA,"041","1976"
"Best Actor",NA,"Bound for Glory","Event-41-1976","tt0074235","Bound for Glory","nm0001016","David Carradine",NA,NA,"041","1976"
"Best Actor",NA,"The Last Tycoon","Event-41-1976","tt0074777","The Last Tycoon","nm0000134","Robert De Niro",NA,NA,"041","1976"
"Best Actress","Winner","Face to Face","Event-41-1976","tt0074147","Face to Face","nm0880521","Liv Ullmann",NA,NA,"041","1976"
"Best Actress",NA,"Network","Event-41-1976","tt0074958","Network","nm0001159","Faye Dunaway",NA,NA,"041","1976"
"Best Actress",NA,"Carrie","Event-41-1976","tt0074285","Carrie","nm0000651","Sissy Spacek",NA,NA,"041","1976"
"Best Director","Winner","All the President's Men","Event-41-1976","tt0074119","All the President's Men","nm0001587","Alan J. Pakula",NA,NA,"041","1976"
"Best Director",NA,"Taxi Driver","Event-41-1976","tt0075314","Taxi Driver","nm0000217","Martin Scorsese",NA,NA,"041","1976"
"Best Director",NA,"Seven Beauties","Event-41-1976","tt0075040","Seven Beauties","nm0921631","Lina Wertmüller",NA,NA,"041","1976"
"Best Film","Winner",NA,"Event-41-1976","tt0074119","All the President's Men",NA,NA,NA,NA,"041","1976"
"Best Film",NA,NA,"Event-41-1976","tt0074958","Network",NA,NA,NA,NA,"041","1976"
"Best Film",NA,NA,"Event-41-1976","tt0075040","Seven Beauties",NA,NA,NA,NA,"041","1976"
"Best Screenplay","Winner","Paddy Chayefsky","Event-41-1976","tt0074958","Network","nm0154665","Paddy Chayefsky",NA,NA,"041","1976"
"Best Screenplay",NA,"Harold Pinter","Event-41-1976","tt0074777","The Last Tycoon","nm0056217","Harold Pinter",NA,NA,"041","1976"
"Best Screenplay",NA,"Lina Wertmüller","Event-41-1976","tt0075040","Seven Beauties","nm0921631","Lina Wertmüller",NA,NA,"041","1976"
"Best Supporting Actor","Winner","All the President's Men","Event-41-1976","tt0074119","All the President's Men","nm0001673","Jason Robards",NA,NA,"041","1976"
"Best Supporting Actor",NA,"Taxi Driver","Event-41-1976","tt0075314","Taxi Driver","nm0000172","Harvey Keitel",NA,NA,"041","1976"
"Best Supporting Actor",NA,"Silver Streak","Event-41-1976","tt0075223","Silver Streak","nm0001640","Richard Pryor",NA,NA,"041","1976"
"Best Supporting Actress","Winner","Rocky","Event-41-1976","tt0075148","Rocky","nm0001735","Talia Shire",NA,NA,"041","1976"
"Best Supporting Actress",NA,"Taxi Driver","Event-41-1976","tt0075314","Taxi Driver","nm0000149","Jodie Foster",NA,NA,"041","1976"
"Best Supporting Actress",NA,"Cousin cousine","Event-41-1976","tt0072826","Cousin cousine","nm0685494","Marie-France Pisier",NA,NA,"041","1976"
"Best Actor","Winner","Providence","Event-42-1977","tt0076574","Providence","nm0000024","John Gielgud",NA,NA,"042","1977"
"Best Actor",NA,"That Obscure Object of Desire","Event-42-1977","tt0075824","That Obscure Object of Desire","nm0721073","Fernando Rey",NA,NA,"042","1977"
"Best Actor",NA,"Saturday Night Fever","Event-42-1977","tt0076666","Saturday Night Fever","nm0000237","John Travolta",NA,NA,"042","1977"
"Best Actress","Winner","Annie Hall","Event-42-1977","tt0075686","Annie Hall","nm0000473","Diane Keaton",NA,NA,"042","1977"
"Best Actress",NA,"3 Women","Event-42-1977","tt0075612","3 Women","nm0001167","Shelley Duvall",NA,NA,"042","1977"
"Best Actress",NA,"Looking for Mr. Goodbar","Event-42-1977","tt0076327","Looking for Mr. Goodbar","nm0000473","Diane Keaton",NA,NA,"042","1977"
"Best Director","Winner","Annie Hall","Event-42-1977","tt0075686","Annie Hall","nm0000095","Woody Allen",NA,NA,"042","1977"
"Best Director",NA,"That Obscure Object of Desire","Event-42-1977","tt0075824","That Obscure Object of Desire","nm0000320","Luis Buñuel",NA,NA,"042","1977"
"Best Director",NA,"Close Encounters of the Third Kind","Event-42-1977","tt0075860","Close Encounters of the Third Kind","nm0000229","Steven Spielberg",NA,NA,"042","1977"
"Best Film","Winner",NA,"Event-42-1977","tt0075686","Annie Hall",NA,NA,NA,NA,"042","1977"
"Best Film",NA,NA,"Event-42-1977","tt0075824","That Obscure Object of Desire",NA,NA,NA,NA,"042","1977"
"Best Film",NA,NA,"Event-42-1977","tt0075860","Close Encounters of the Third Kind",NA,NA,NA,NA,"042","1977"
"Best Screenplay","Winner","Woody Allen, Marshall Brickman","Event-42-1977","tt0075686","Annie Hall","nm0000095","Woody Allen",NA,NA,"042","1977"
"Best Screenplay","Winner","Woody Allen, Marshall Brickman","Event-42-1977","tt0075686","Annie Hall","nm0108613","Marshall Brickman",NA,NA,"042","1977"
"Best Screenplay",NA,"Luis Buñuel, Jean-Claude Carrière","Event-42-1977","tt0075824","That Obscure Object of Desire","nm0000320","Luis Buñuel",NA,NA,"042","1977"
"Best Screenplay",NA,"Luis Buñuel, Jean-Claude Carrière","Event-42-1977","tt0075824","That Obscure Object of Desire","nm0140643","Jean-Claude Carrière",NA,NA,"042","1977"
"Best Supporting Actor","Winner","Julia","Event-42-1977","tt0076245","Julia","nm0001703","Maximilian Schell",NA,NA,"042","1977"
"Best Supporting Actor",NA,"The Late Show","Event-42-1977","tt0076301","The Late Show","nm0534409","Bill Macy",NA,NA,"042","1977"
"Best Supporting Actor",NA,"Islands in the Stream","Event-42-1977","tt0076211","Islands in the Stream","nm0376101","David Hemmings",NA,NA,"042","1977"
"Best Supporting Actress","Winner","3 Women","Event-42-1977","tt0075612","3 Women","nm0000651","Sissy Spacek",NA,NA,"042","1977"
"Best Supporting Actress",NA,"Julia","Event-42-1977","tt0076245","Julia","nm0000603","Vanessa Redgrave",NA,NA,"042","1977"
"Best Supporting Actress",NA,"Saturday Night Fever","Event-42-1977","tt0076666","Saturday Night Fever","nm0675950","Donna Pescow",NA,NA,"042","1977"
