"AwardCategory","AwardWinner","SecondaryName.list","AwardCeremony","FilmID","FilmName","PersonID","PersonName","CompanyID","CompanyName"
"Best Actor in a Leading Role","Winner","The Last Command, The Way of All Flesh","Event-1-1929","tt0019071","The Last Command","nm0417837","Emil Jannings",NA,NA
"Best Actor in a Leading Role","Winner","The Last Command, The Way of All Flesh","Event-1-1929","tt0019553","The Way of All Flesh","nm0417837","Emil Jannings",NA,NA
"Best Actor in a Leading Role",NA,"The Patent Leather Kid","Event-1-1929","tt0018253","The Patent Leather Kid","nm0001932","Richard Barthelmess",NA,NA
"Best Actor in a Leading Role",NA,"The Noose","Event-1-1929","tt0019217","The Noose","nm0001932","Richard Barthelmess",NA,NA
"Best Actress in a Leading Role","Winner","7th Heaven, Street Angel, Sunrise","Event-1-1929","tt0018379","7th Heaven","nm0310980","Janet Gaynor",NA,NA
"Best Actress in a Leading Role","Winner","7th Heaven, Street Angel, Sunrise","Event-1-1929","tt0019429","Street Angel","nm0310980","Janet Gaynor",NA,NA
"Best Actress in a Leading Role","Winner","7th Heaven, Street Angel, Sunrise","Event-1-1929","tt0018455","Sunrise","nm0310980","Janet Gaynor",NA,NA
"Best Actress in a Leading Role",NA,"Sadie Thompson","Event-1-1929","tt0019344","Sadie Thompson","nm0841797","Gloria Swanson",NA,NA
"Best Actress in a Leading Role",NA,"A Ship Comes In","Event-1-1929","tt0018389","A Ship Comes In","nm0237571","Louise Dresser",NA,NA
"Best Art Direction","Winner","William Cameron Menzies","Event-1-1929","tt0019451","Tempest","nm0580017","William Cameron Menzies",NA,NA
"Best Art Direction","Winner","William Cameron Menzies","Event-1-1929","tt0017822","The Dove","nm0580017","William Cameron Menzies",NA,NA
"Best Art Direction",NA,"Harry Oliver","Event-1-1929","tt0018379","7th Heaven","nm0646856","Harry Oliver",NA,NA
"Best Art Direction",NA,"Rochus Gliese","Event-1-1929","tt0018455","Sunrise","nm0322843","Rochus Gliese",NA,NA
"Best Cinematography","Winner","Charles Rosher, Karl Struss","Event-1-1929","tt0018455","Sunrise","nm0003546","Charles Rosher",NA,NA
"Best Cinematography","Winner","Charles Rosher, Karl Struss","Event-1-1929","tt0018455","Sunrise","nm0835365","Karl Struss",NA,NA
"Best Cinematography",NA,"George Barnes","Event-1-1929","tt0019344","Sadie Thompson","nm0055604","George Barnes",NA,NA
"Best Cinematography",NA,"George Barnes","Event-1-1929","tt0017806","The Devil Dancer","nm0055604","George Barnes",NA,NA
"Best Cinematography",NA,"George Barnes","Event-1-1929","tt0018129","The Magic Flame","nm0055604","George Barnes",NA,NA
"Best Director, Comedy Picture","Winner","Two Arabian Knights","Event-1-1929","tt0018515","Two Arabian Knights","nm0587277","Lewis Milestone",NA,NA
"Best Director, Comedy Picture",NA,"Speedy","Event-1-1929","tt0019412","Speedy","nm0928514","Ted Wilde",NA,NA
"Best Director, Dramatic Picture","Winner","7th Heaven","Event-1-1929","tt0018379","7th Heaven","nm0097648","Frank Borzage",NA,NA
"Best Director, Dramatic Picture",NA,"Sorrell and Son","Event-1-1929","tt0018429","Sorrell and Son","nm0107543","Herbert Brenon",NA,NA
"Best Director, Dramatic Picture",NA,"The Crowd","Event-1-1929","tt0018806","The Crowd","nm0896542","King Vidor",NA,NA
"Best Effects, Engineering Effects","Winner","Roy Pomeroy","Event-1-1929","tt0018578","Wings","nm0690120","Roy Pomeroy",NA,NA
"Best Effects, Engineering Effects",NA,NA,"Event-1-1929",NA,NA,"nm0805521","Nugent Slaughter",NA,NA
"Best Effects, Engineering Effects",NA,NA,"Event-1-1929",NA,NA,"nm0358518","Ralph Hammeras",NA,NA
"Best Picture, Production","Winner",NA,"Event-1-1929","tt0018578","Wings",NA,NA,NA,NA
"Best Picture, Production",NA,NA,"Event-1-1929","tt0018379","7th Heaven",NA,NA,NA,NA
"Best Picture, Production",NA,NA,"Event-1-1929","tt0019304","The Racket",NA,NA,NA,NA
"Best Picture, Unique and Artistic Production","Winner",NA,"Event-1-1929","tt0018455","Sunrise",NA,NA,NA,NA
"Best Picture, Unique and Artistic Production",NA,NA,"Event-1-1929","tt0017743","Chang: A Drama of the Wilderness",NA,NA,NA,NA
"Best Picture, Unique and Artistic Production",NA,NA,"Event-1-1929","tt0018806","The Crowd",NA,NA,NA,NA
"Best Writing, Adaptation","Winner","Benjamin Glazer","Event-1-1929","tt0018379","7th Heaven","nm0322227","Benjamin Glazer",NA,NA
"Best Writing, Adaptation",NA,"Anthony Coldeway","Event-1-1929","tt0018945","Glorious Betsy","nm0170401","Anthony Coldeway",NA,NA
"Best Writing, Adaptation",NA,"Alfred A. Cohn","Event-1-1929","tt0018037","The Jazz Singer","nm0169879","Alfred A. Cohn",NA,NA
"Best Writing, Original Story","Winner","Ben Hecht","Event-1-1929","tt0018526","Underworld","nm0372942","Ben Hecht",NA,NA
"Best Writing, Original Story",NA,"Lajos Biró","Event-1-1929","tt0019071","The Last Command","nm0083742","Lajos Biró",NA,NA
"Best Writing, Title Writing","Winner",NA,"Event-1-1929",NA,NA,"nm0267868","Joseph Farnham",NA,NA
"Best Writing, Title Writing",NA,NA,"Event-1-1929",NA,NA,"nm0547938","George Marion Jr.",NA,NA
"Best Writing, Title Writing",NA,"Gerald C. Duffy","Event-1-1929","tt0017979","The Private Life of Helen of Troy","nm0240534","Gerald C. Duffy",NA,NA
"Best Actor in a Leading Role","Winner","Captains Courageous","Event-10-1938","tt0028691","Captains Courageous","nm0000075","Spencer Tracy",NA,NA
"Best Actor in a Leading Role",NA,"Conquest","Event-10-1938","tt0028739","Conquest","nm0000964","Charles Boyer",NA,NA
"Best Actor in a Leading Role",NA,"A Star Is Born","Event-10-1938","tt0029606","A Star Is Born","nm0545298","Fredric March",NA,NA
"Best Actor in a Leading Role",NA,"The Life of Emile Zola","Event-10-1938","tt0029146","The Life of Emile Zola","nm0612847","Paul Muni",NA,NA
"Best Actor in a Leading Role",NA,"Night Must Fall","Event-10-1938","tt0029310","Night Must Fall","nm0599910","Robert Montgomery",NA,NA
"Best Actor in a Supporting Role","Winner","The Life of Emile Zola","Event-10-1938","tt0029146","The Life of Emile Zola","nm0771584","Joseph Schildkraut",NA,NA
"Best Actor in a Supporting Role",NA,"Lost Horizon","Event-10-1938","tt0029162","Lost Horizon","nm0912478","H.B. Warner",NA,NA
"Best Actor in a Supporting Role",NA,"The Awful Truth","Event-10-1938","tt0028597","The Awful Truth","nm0000897","Ralph Bellamy",NA,NA
"Best Actor in a Supporting Role",NA,"Topper","Event-10-1938","tt0029682","Topper","nm0950019","Roland Young",NA,NA
"Best Actor in a Supporting Role",NA,"The Hurricane","Event-10-1938","tt0029030","The Hurricane","nm0593775","Thomas Mitchell",NA,NA
"Best Actress in a Leading Role","Winner","The Good Earth","Event-10-1938","tt0028944","The Good Earth","nm0707023","Luise Rainer",NA,NA
"Best Actress in a Leading Role",NA,"Stella Dallas","Event-10-1938","tt0029608","Stella Dallas","nm0001766","Barbara Stanwyck",NA,NA
"Best Actress in a Leading Role",NA,"Camille","Event-10-1938","tt0028683","Camille","nm0001256","Greta Garbo",NA,NA
"Best Actress in a Leading Role",NA,"The Awful Truth","Event-10-1938","tt0028597","The Awful Truth","nm0002050","Irene Dunne",NA,NA
"Best Actress in a Leading Role",NA,"A Star Is Born","Event-10-1938","tt0029606","A Star Is Born","nm0310980","Janet Gaynor",NA,NA
"Best Actress in a Supporting Role","Winner","In Old Chicago","Event-10-1938","tt0029047","In Old Chicago","nm0103567","Alice Brady",NA,NA
"Best Actress in a Supporting Role",NA,"Stage Door","Event-10-1938","tt0029604","Stage Door","nm0498571","Andrea Leeds",NA,NA
"Best Actress in a Supporting Role",NA,"Stella Dallas","Event-10-1938","tt0029608","Stella Dallas","nm0794297","Anne Shirley",NA,NA
"Best Actress in a Supporting Role",NA,"Dead End","Event-10-1938","tt0028773","Dead End","nm0872456","Claire Trevor",NA,NA
"Best Actress in a Supporting Role",NA,"Night Must Fall","Event-10-1938","tt0029310","Night Must Fall","nm0926599","May Whitty",NA,NA
"Best Art Direction","Winner","Stephen Goosson","Event-10-1938","tt0029162","Lost Horizon","nm0329684","Stephen Goosson",NA,NA
"Best Art Direction",NA,"Carroll Clark","Event-10-1938","tt0028757","A Damsel in Distress","nm0163754","Carroll Clark",NA,NA
"Best Art Direction",NA,"Cedric Gibbons, William A. Horning","Event-10-1938","tt0028739","Conquest","nm0316539","Cedric Gibbons",NA,NA
"Best Art Direction",NA,"Cedric Gibbons, William A. Horning","Event-10-1938","tt0028739","Conquest","nm0395178","William A. Horning",NA,NA
"Best Art Direction",NA,"Richard Day","Event-10-1938","tt0028773","Dead End","nm0206554","Richard Day",NA,NA
"Best Art Direction",NA,"Wiard Ihnen","Event-10-1938","tt0028843","Every Day's a Holiday","nm0407311","Wiard Ihnen",NA,NA
"Best Art Direction",NA,"John Victor Mackay","Event-10-1938","tt0029209","Manhattan Merry-Go-Round","nm0533179","John Victor Mackay",NA,NA
"Best Art Direction",NA,"Hans Dreier, Roland Anderson","Event-10-1938","tt0029593","Souls at Sea","nm0237417","Hans Dreier",NA,NA
"Best Art Direction",NA,"Hans Dreier, Roland Anderson","Event-10-1938","tt0029593","Souls at Sea","nm0027380","Roland Anderson",NA,NA
"Best Art Direction",NA,"Anton Grot","Event-10-1938","tt0029146","The Life of Emile Zola","nm0343819","Anton Grot",NA,NA
"Best Art Direction",NA,"Lyle R. Wheeler","Event-10-1938","tt0029442","The Prisoner of Zenda","nm0923907","Lyle R. Wheeler",NA,NA
"Best Art Direction",NA,"Alexander Toluboff","Event-10-1938","tt0029737","Vogues of 1938","nm0866266","Alexander Toluboff",NA,NA
"Best Art Direction",NA,"William S. Darling, David S. Hall","Event-10-1938","tt0029751","Wee Willie Winkie","nm0201419","William S. Darling",NA,NA
"Best Art Direction",NA,"William S. Darling, David S. Hall","Event-10-1938","tt0029751","Wee Willie Winkie","nm0355465","David S. Hall",NA,NA
"Best Art Direction",NA,"Jack Otterson","Event-10-1938","tt0029809","You're a Sweetheart","nm0653163","Jack Otterson",NA,NA
"Best Assistant Director","Winner","In Old Chicago","Event-10-1938","tt0029047","In Old Chicago","nm0916271","Robert D. Webb",NA,NA
"Best Assistant Director",NA,"Lost Horizon","Event-10-1938","tt0029162","Lost Horizon","nm0170973","Charles C. Coleman",NA,NA
"Best Assistant Director",NA,"A Star Is Born","Event-10-1938","tt0029606","A Star Is Born","nm0820947","Eric Stacey",NA,NA
"Best Assistant Director",NA,"Souls at Sea","Event-10-1938","tt0029593","Souls at Sea","nm0907779","Hal Walker",NA,NA
"Best Assistant Director",NA,"The Life of Emile Zola","Event-10-1938","tt0029146","The Life of Emile Zola","nm0766951","Russell Saunders",NA,NA
"Best Cinematography","Winner","Karl Freund","Event-10-1938","tt0028944","The Good Earth","nm0005713","Karl Freund",NA,NA
"Best Cinematography",NA,"Gregg Toland","Event-10-1938","tt0028773","Dead End","nm0005904","Gregg Toland",NA,NA
"Best Cinematography",NA,"Joseph A. Valentine","Event-10-1938","tt0029784","Wings Over Honolulu","nm0884252","Joseph A. Valentine",NA,NA
"Best Dance Direction","Winner","Hermes Pan","Event-10-1938","tt0028757","A Damsel in Distress","nm0659009","Hermes Pan",NA,NA
"Best Dance Direction",NA,"Dave Gould","Event-10-1938","tt0028772","A Day at the Races","nm0332346","Dave Gould",NA,NA
"Best Dance Direction",NA,"Sammy Lee","Event-10-1938","tt0028566","Ali Baba Goes to Town","nm0498192","Sammy Lee",NA,NA
"Best Dance Direction",NA,"Bobby Connolly","Event-10-1938","tt0029467","Ready, Willing and Able","nm0175265","Bobby Connolly",NA,NA
"Best Dance Direction",NA,"Harry Losee","Event-10-1938","tt0029659","Thin Ice","nm0521313","Harry Losee",NA,NA
"Best Dance Direction",NA,"Busby Berkeley","Event-10-1938","tt0029725","Varsity Show","nm0000923","Busby Berkeley",NA,NA
"Best Dance Direction",NA,"LeRoy Prinz","Event-10-1938","tt0029742","Waikiki Wedding","nm0697895","LeRoy Prinz",NA,NA
"Best Director","Winner","The Awful Truth","Event-10-1938","tt0028597","The Awful Truth","nm0564970","Leo McCarey",NA,NA
"Best Director",NA,"Stage Door","Event-10-1938","tt0029604","Stage Door","nm0478441","Gregory La Cava",NA,NA
"Best Director",NA,"The Good Earth","Event-10-1938","tt0028944","The Good Earth","nm0291548","Sidney Franklin",NA,NA
"Best Director",NA,"A Star Is Born","Event-10-1938","tt0029606","A Star Is Born","nm0920074","William A. Wellman",NA,NA
"Best Director",NA,"The Life of Emile Zola","Event-10-1938","tt0029146","The Life of Emile Zola","nm0226189","William Dieterle",NA,NA
"Best Film Editing","Winner","Gene Havlick, Gene Milford","Event-10-1938","tt0029162","Lost Horizon","nm0369879","Gene Havlick",NA,NA
"Best Film Editing","Winner","Gene Havlick, Gene Milford","Event-10-1938","tt0029162","Lost Horizon","nm0587332","Gene Milford",NA,NA
"Best Film Editing",NA,"Elmo Veron","Event-10-1938","tt0028691","Captains Courageous","nm0894762","Elmo Veron",NA,NA
"Best Film Editing",NA,"Bernard W. Burton","Event-10-1938","tt0029347","One Hundred Men and a Girl","nm0123521","Bernard W. Burton",NA,NA
"Best Film Editing",NA,"Al Clark","Event-10-1938","tt0028597","The Awful Truth","nm0163617","Al Clark",NA,NA
"Best Film Editing",NA,"Basil Wrangell","Event-10-1938","tt0028944","The Good Earth","nm0942007","Basil Wrangell",NA,NA
"Best Music, Original Song","Winner","Harry Owens","Event-10-1938","tt0029742","Waikiki Wedding","nm0654374","Harry Owens",NA,NA
"Best Music, Original Song",NA,"Friedrich Hollaender (music), Leo Robin (lyrics)","Event-10-1938","tt0028587","Artist and Models","nm0006130","Friedrich Hollaender",NA,NA
"Best Music, Original Song",NA,"Friedrich Hollaender (music), Leo Robin (lyrics)","Event-10-1938","tt0028587","Artist and Models","nm0732209","Leo Robin",NA,NA
"Best Music, Original Song",NA,"Harry Warren (music), Al Dubin (lyrics)","Event-10-1938","tt0029267","Mr. Dodd Takes the Air","nm0912851","Harry Warren",NA,NA
"Best Music, Original Song",NA,"Harry Warren (music), Al Dubin (lyrics)","Event-10-1938","tt0029267","Mr. Dodd Takes the Air","nm0006048","Al Dubin",NA,NA
"Best Music, Original Song",NA,"George Gershwin (music), Ira Gershwin (lyrics)","Event-10-1938","tt0029546","Shall We Dance","nm0006097","George Gershwin",NA,NA
"Best Music, Original Song",NA,"George Gershwin (music), Ira Gershwin (lyrics)","Event-10-1938","tt0029546","Shall We Dance","nm0314857","Ira Gershwin",NA,NA
"Best Music, Original Song",NA,"Sammy Fain (music), Lew Brown (lyrics)","Event-10-1938","tt0029737","Vogues of 1938","nm0006066","Sammy Fain",NA,NA
"Best Music, Original Song",NA,"Sammy Fain (music), Lew Brown (lyrics)","Event-10-1938","tt0029737","Vogues of 1938","nm0114095","Lew Brown",NA,NA
"Best Music, Score","Winner","Charles Previn (head of department)","Event-10-1938","tt0029347","One Hundred Men and a Girl","nm0006239","Charles Previn",NA,NA
"Best Music, Score",NA,"Louis Silvers (head of department)","Event-10-1938","tt0029047","In Old Chicago","nm0799007","Louis Silvers",NA,NA
"Best Music, Score",NA,"Morris Stoloff (head of department)","Event-10-1938","tt0029162","Lost Horizon","nm0006304","Morris Stoloff",NA,NA
"Best Music, Score",NA,"Hugo Riesenfeld (musical director)","Event-10-1938","tt0029193","Make a Wish","nm0006252","Hugo Riesenfeld",NA,NA
"Best Music, Score",NA,"Nat W. Finston (head of department)","Event-10-1938","tt0029222","Maytime","nm0278358","Nat W. Finston",NA,NA
"Best Music, Score",NA,"Alberto Colombo (head of department)","Event-10-1938","tt0029433","Portia on Trial","nm0173027","Alberto Colombo",NA,NA
"Best Music, Score",NA,"Roy Webb (musical director)","Event-10-1938","tt0029454","Quality Street","nm0002202","Roy Webb",NA,NA
"Best Music, Score",NA,"Frank Churchill, Leigh Harline (head of department), Paul J. Smith","Event-10-1938","tt0029583","Snow White and the Seven Dwarfs","nm0161430","Frank Churchill",NA,NA
"Best Music, Score",NA,"Frank Churchill, Leigh Harline (head of department), Paul J. Smith","Event-10-1938","tt0029583","Snow White and the Seven Dwarfs","nm0363316","Leigh Harline",NA,NA
"Best Music, Score",NA,"Frank Churchill, Leigh Harline (head of department), Paul J. Smith","Event-10-1938","tt0029583","Snow White and the Seven Dwarfs","nm1345229","Paul J. Smith",NA,NA
"Best Music, Score",NA,"C. Bakaleinikoff (musical director)","Event-10-1938","tt0029588","Something to Sing About","nm0005954","C. Bakaleinikoff",NA,NA
"Best Music, Score",NA,"Boris Morros (head of department)","Event-10-1938","tt0029593","Souls at Sea","nm0607448","Boris Morros",NA,NA
"Best Music, Score",NA,"Alfred Newman (head of department)","Event-10-1938","tt0029030","The Hurricane","nm0000055","Alfred Newman",NA,NA
"Best Music, Score",NA,"Leo F. Forbstein (head of department)","Event-10-1938","tt0029146","The Life of Emile Zola","nm0006079","Leo F. Forbstein",NA,NA
"Best Music, Score",NA,"Alfred Newman (musical director)","Event-10-1938","tt0029442","The Prisoner of Zenda","nm0000055","Alfred Newman",NA,NA
"Best Music, Score",NA,"Marvin Hatley (head of department)","Event-10-1938","tt0029747","Way Out West","nm0368943","Marvin Hatley",NA,NA
"Best Picture","Winner",NA,"Event-10-1938","tt0029146","The Life of Emile Zola",NA,NA,NA,NA
"Best Picture",NA,NA,"Event-10-1938","tt0029606","A Star Is Born",NA,NA,NA,NA
"Best Picture",NA,NA,"Event-10-1938","tt0028691","Captains Courageous",NA,NA,NA,NA
"Best Picture",NA,NA,"Event-10-1938","tt0028773","Dead End",NA,NA,NA,NA
"Best Picture",NA,NA,"Event-10-1938","tt0029047","In Old Chicago",NA,NA,NA,NA
"Best Picture",NA,NA,"Event-10-1938","tt0029162","Lost Horizon",NA,NA,NA,NA
"Best Picture",NA,NA,"Event-10-1938","tt0029347","One Hundred Men and a Girl",NA,NA,NA,NA
"Best Picture",NA,NA,"Event-10-1938","tt0029604","Stage Door",NA,NA,NA,NA
"Best Picture",NA,NA,"Event-10-1938","tt0028597","The Awful Truth",NA,NA,NA,NA
"Best Picture",NA,NA,"Event-10-1938","tt0028944","The Good Earth",NA,NA,NA,NA
"Best Short Subject, Cartoons","Winner","Walt Disney","Event-10-1938","tt0029339","The Old Mill","nm0000370","Walt Disney",NA,NA
"Best Short Subject, Cartoons",NA,NA,"Event-10-1938","tt0028819","Educated Fish",NA,NA,NA,NA
"Best Short Subject, Cartoons",NA,"Charles Mintz","Event-10-1938","tt0029151","The Little Match Girl","nm0591762","Charles Mintz",NA,NA
"Best Short Subject, Color","Winner","Pete Smith","Event-10-1938","tt0029385","Penny Wisdom","nm0809570","Pete Smith",NA,NA
"Best Short Subject, Color",NA,NA,"Event-10-1938","tt0029416","Popular Science",NA,NA,NA,NA
"Best Short Subject, Color",NA,NA,"Event-10-1938","tt0029204","The Man Without a Country",NA,NA,NA,NA
"Best Short Subject, One-reel","Winner",NA,"Event-10-1938","tt0029443","The Private Life of the Gannets",NA,NA,NA,NA
"Best Short Subject, One-reel",NA,NA,"Event-10-1938","tt0029311","A Night at the Movies",NA,NA,NA,NA
"Best Short Subject, One-reel",NA,"Pete Smith","Event-10-1938","tt0029497","Romance of Radium","nm0809570","Pete Smith",NA,NA
"Best Short Subject, Two-reel","Winner",NA,"Event-10-1938","tt0029684","Torture Money",NA,NA,NA,NA
"Best Short Subject, Two-reel",NA,NA,"Event-10-1938","tt0028777","Deep South",NA,NA,NA,NA
"Best Short Subject, Two-reel",NA,NA,"Event-10-1938","tt0029555","Should Wives Work?",NA,NA,NA,NA
"Best Sound, Recording","Winner","Thomas T. Moulton (United Artists SSD)","Event-10-1938","tt0029030","The Hurricane","nm0609771","Thomas T. Moulton",NA,NA
"Best Sound, Recording",NA,"John Aalberg (RKO Radio SSD)","Event-10-1938","tt0029006","Hitting a New High","nm0007356","John Aalberg",NA,NA
"Best Sound, Recording",NA,"Edmund H. Hansen (20th Century-Fox SSD)","Event-10-1938","tt0029047","In Old Chicago","nm0360770","Edmund H. Hansen",NA,NA
"Best Sound, Recording",NA,"John P. Livadary (Columbia SSD)","Event-10-1938","tt0029162","Lost Horizon","nm0515093","John P. Livadary",NA,NA
"Best Sound, Recording",NA,"Douglas Shearer (M-G-M SSD)","Event-10-1938","tt0029222","Maytime","nm0790428","Douglas Shearer",NA,NA
"Best Sound, Recording",NA,"Homer G. Tasker (Universal SSD)","Event-10-1938","tt0029347","One Hundred Men and a Girl","nm0850920","Homer G. Tasker",NA,NA
"Best Sound, Recording",NA,"A.E. Kaye (Grand National SSD)","Event-10-1938","tt0028931","The Girl Said No","nm0443253","A.E. Kaye",NA,NA
"Best Sound, Recording",NA,"Nathan Levinson (Warner Bros. SSD)","Event-10-1938","tt0029146","The Life of Emile Zola","nm0506080","Nathan Levinson",NA,NA
"Best Sound, Recording",NA,"Elmer Raguse (Hal Roach SSD)","Event-10-1938","tt0029682","Topper","nm0706649","Elmer Raguse",NA,NA
"Best Sound, Recording",NA,"Loren L. Ryder (Paramount SSD)","Event-10-1938","tt0029752","Wells Fargo","nm0753122","Loren L. Ryder",NA,NA
"Best Writing, Original Story","Winner","William A. Wellman, Robert Carson","Event-10-1938","tt0029606","A Star Is Born","nm0920074","William A. Wellman",NA,NA
"Best Writing, Original Story","Winner","William A. Wellman, Robert Carson","Event-10-1938","tt0029606","A Star Is Born","nm0308604","Robert Carson",NA,NA
"Best Writing, Original Story",NA,"Robert Lord","Event-10-1938","tt0027367","Black Legion","nm0520501","Robert Lord",NA,NA
"Best Writing, Original Story",NA,"Niven Busch","Event-10-1938","tt0029047","In Old Chicago","nm0124002","Niven Busch",NA,NA
"Best Writing, Original Story",NA,"Hanns Kräly","Event-10-1938","tt0029347","One Hundred Men and a Girl","nm0473134","Hanns Kräly",NA,NA
"Best Writing, Original Story",NA,"Heinz Herald, Geza Herczeg","Event-10-1938","tt0029146","The Life of Emile Zola","nm0378431","Heinz Herald",NA,NA
"Best Writing, Original Story",NA,"Heinz Herald, Geza Herczeg","Event-10-1938","tt0029146","The Life of Emile Zola","nm0378773","Geza Herczeg",NA,NA
"Best Writing, Screenplay","Winner","Heinz Herald, Geza Herczeg, Norman Reilly Raine","Event-10-1938","tt0029146","The Life of Emile Zola","nm0378431","Heinz Herald",NA,NA
"Best Writing, Screenplay","Winner","Heinz Herald, Geza Herczeg, Norman Reilly Raine","Event-10-1938","tt0029146","The Life of Emile Zola","nm0378773","Geza Herczeg",NA,NA
"Best Writing, Screenplay","Winner","Heinz Herald, Geza Herczeg, Norman Reilly Raine","Event-10-1938","tt0029146","The Life of Emile Zola","nm0706993","Norman Reilly Raine",NA,NA
"Best Writing, Screenplay",NA,"Alan Campbell, Robert Carson, Dorothy Parker","Event-10-1938","tt0029606","A Star Is Born","nm0132180","Alan Campbell",NA,NA
"Best Writing, Screenplay",NA,"Alan Campbell, Robert Carson, Dorothy Parker","Event-10-1938","tt0029606","A Star Is Born","nm0308604","Robert Carson",NA,NA
"Best Writing, Screenplay",NA,"Alan Campbell, Robert Carson, Dorothy Parker","Event-10-1938","tt0029606","A Star Is Born","nm0662213","Dorothy Parker",NA,NA
"Best Writing, Screenplay",NA,"Marc Connelly, John Lee Mahin, Dale Van Every","Event-10-1938","tt0028691","Captains Courageous","nm0175091","Marc Connelly",NA,NA
"Best Writing, Screenplay",NA,"Marc Connelly, John Lee Mahin, Dale Van Every","Event-10-1938","tt0028691","Captains Courageous","nm0536941","John Lee Mahin",NA,NA
"Best Writing, Screenplay",NA,"Marc Connelly, John Lee Mahin, Dale Van Every","Event-10-1938","tt0028691","Captains Courageous","nm0886861","Dale Van Every",NA,NA
"Best Writing, Screenplay",NA,"Morrie Ryskind, Anthony Veiller","Event-10-1938","tt0029604","Stage Door","nm0753452","Morrie Ryskind",NA,NA
"Best Writing, Screenplay",NA,"Morrie Ryskind, Anthony Veiller","Event-10-1938","tt0029604","Stage Door","nm0892044","Anthony Veiller",NA,NA
"Best Writing, Screenplay",NA,"Viña Delmar","Event-10-1938","tt0028597","The Awful Truth","nm0217568","Viña Delmar",NA,NA
"Best Actor in a Leading Role","Winner","Boys Town","Event-11-1939","tt0029942","Boys Town","nm0000075","Spencer Tracy",NA,NA
"Best Actor in a Leading Role",NA,"Algiers","Event-11-1939","tt0029855","Algiers","nm0000964","Charles Boyer",NA,NA
"Best Actor in a Leading Role",NA,"Angels with Dirty Faces","Event-11-1939","tt0029870","Angels with Dirty Faces","nm0000010","James Cagney",NA,NA
"Best Actor in a Leading Role",NA,"Pygmalion","Event-11-1939","tt0030637","Pygmalion","nm0001366","Leslie Howard",NA,NA
"Best Actor in a Leading Role",NA,"The Citadel","Event-11-1939","tt0029995","The Citadel","nm0232196","Robert Donat",NA,NA
"Best Actor in a Supporting Role","Winner","Kentucky","Event-11-1939","tt0030317","Kentucky","nm0000974","Walter Brennan",NA,NA
"Best Actor in a Supporting Role",NA,"If I Were King","Event-11-1939","tt0030265","If I Were King","nm0001651","Basil Rathbone",NA,NA
"Best Actor in a Supporting Role",NA,"Algiers","Event-11-1939","tt0029855","Algiers","nm0516876","Gene Lockhart",NA,NA
"Best Actor in a Supporting Role",NA,"Four Daughters","Event-11-1939","tt0030149","Four Daughters","nm0002092","John Garfield",NA,NA
"Best Actor in a Supporting Role",NA,"Marie Antoinette","Event-11-1939","tt0030418","Marie Antoinette","nm0605923","Robert Morley",NA,NA
"Best Actress in a Leading Role","Winner","Jezebel","Event-11-1939","tt0030287","Jezebel","nm0000012","Bette Davis",NA,NA
"Best Actress in a Leading Role",NA,"White Banners","Event-11-1939","tt0030973","White Banners","nm0047810","Fay Bainter",NA,NA
"Best Actress in a Leading Role",NA,"Three Comrades","Event-11-1939","tt0030865","Three Comrades","nm0837925","Margaret Sullavan",NA,NA
"Best Actress in a Leading Role",NA,"Marie Antoinette","Event-11-1939","tt0030418","Marie Antoinette","nm0790454","Norma Shearer",NA,NA
"Best Actress in a Leading Role",NA,"Pygmalion","Event-11-1939","tt0030637","Pygmalion","nm0384908","Wendy Hiller",NA,NA
"Best Actress in a Supporting Role","Winner","Jezebel","Event-11-1939","tt0030287","Jezebel","nm0047810","Fay Bainter",NA,NA
"Best Actress in a Supporting Role",NA,"Of Human Hearts","Event-11-1939","tt0030517","Of Human Hearts","nm0094135","Beulah Bondi",NA,NA
"Best Actress in a Supporting Role",NA,"Merrily We Live","Event-11-1939","tt0030442","Merrily We Live","nm0000992","Billie Burke",NA,NA
"Best Actress in a Supporting Role",NA,"The Great Waltz","Event-11-1939","tt0030202","The Great Waltz","nm0466295","Miliza Korjus",NA,NA
"Best Actress in a Supporting Role",NA,"You Can't Take It with You","Event-11-1939","tt0030993","You Can't Take It with You","nm0001981","Spring Byington",NA,NA
"Best Art Direction","Winner","Carl Jules Weyl","Event-11-1939","tt0029843","The Adventures of Robin Hood","nm0923380","Carl Jules Weyl",NA,NA
"Best Art Direction",NA,"Bernard Herzbrun, Boris Leven","Event-11-1939","tt0029852","Alexander's Ragtime Band","nm0381257","Bernard Herzbrun",NA,NA
"Best Art Direction",NA,"Bernard Herzbrun, Boris Leven","Event-11-1939","tt0029852","Alexander's Ragtime Band","nm0505227","Boris Leven",NA,NA
"Best Art Direction",NA,"Alexander Toluboff","Event-11-1939","tt0029855","Algiers","nm0866266","Alexander Toluboff",NA,NA
"Best Art Direction",NA,"Van Nest Polglase","Event-11-1939","tt0029971","Carefree","nm0689026","Van Nest Polglase",NA,NA
"Best Art Direction",NA,"Stephen Goosson, Lionel Banks","Event-11-1939","tt0030241","Holiday","nm0329684","Stephen Goosson",NA,NA
"Best Art Direction",NA,"Stephen Goosson, Lionel Banks","Event-11-1939","tt0030241","Holiday","nm0052206","Lionel Banks",NA,NA
