"AwardCategory","AwardWinner","SecondaryName.list","AwardCeremony","FilmID","FilmName","PersonID","PersonName","CompanyID","CompanyName"
"Best Short Subject, Live Action Subjects",NA,"Shirley Clarke, Willard Van Dyke, Irving Jacoby","Event-32-1960","tt0053282","Skyscraper","nm0886757","Willard Van Dyke",NA,NA
"Best Short Subject, Live Action Subjects",NA,"Shirley Clarke, Willard Van Dyke, Irving Jacoby","Event-32-1960","tt0053282","Skyscraper","nm0414991","Irving Jacoby",NA,NA
"Best Short Subject, Live Action Subjects",NA,"Peter Sellers","Event-32-1960","tt0053231","The Running Jumping & Standing Still Film","nm0000634","Peter Sellers",NA,NA
"Best Sound","Winner","Franklin Milton (Metro-Goldwyn-Mayer SSD)","Event-32-1960","tt0052618","Ben-Hur","nm0590665","Franklin Milton",NA,NA
"Best Sound",NA,"Carlton W. Faulkner (20th Century-Fox SSD)","Event-32-1960","tt0052948","Journey to the Center of the Earth","nm0269055","Carlton W. Faulkner",NA,NA
"Best Sound",NA,"A.W. Watkins (Metro-Goldwyn-Mayer London Sound Department)","Event-32-1960","tt0053003","Libel","nm0914249","A.W. Watkins",NA,NA
"Best Sound",NA,"Gordon Sawyer (Samuel Goldwyn SSD), Fred Hynes (Todd-AO SSD)","Event-32-1960","tt0053182","Porgy and Bess","nm0768167","Gordon Sawyer",NA,NA
"Best Sound",NA,"Gordon Sawyer (Samuel Goldwyn SSD), Fred Hynes (Todd-AO SSD)","Event-32-1960","tt0053182","Porgy and Bess","nm0405261","Fred Hynes",NA,NA
"Best Sound",NA,"George Groves (Warner Bros. SSD)","Event-32-1960","tt0053131","The Nun's Story","nm0344060","George Groves",NA,NA
"Best Writing, Screenplay Based on Material from Another Medium","Winner","Neil Paterson","Event-32-1960","tt0053226","Room at the Top","nm0665513","Neil Paterson",NA,NA
"Best Writing, Screenplay Based on Material from Another Medium",NA,"Wendell Mayes","Event-32-1960","tt0052561","Anatomy of a Murder","nm0562606","Wendell Mayes",NA,NA
"Best Writing, Screenplay Based on Material from Another Medium",NA,"Karl Tunberg","Event-32-1960","tt0052618","Ben-Hur","nm0876562","Karl Tunberg",NA,NA
"Best Writing, Screenplay Based on Material from Another Medium",NA,"Billy Wilder, I.A.L. Diamond","Event-32-1960","tt0053291","Some Like It Hot","nm0000697","Billy Wilder",NA,NA
"Best Writing, Screenplay Based on Material from Another Medium",NA,"Billy Wilder, I.A.L. Diamond","Event-32-1960","tt0053291","Some Like It Hot","nm0224634","I.A.L. Diamond",NA,NA
"Best Writing, Screenplay Based on Material from Another Medium",NA,"Robert Anderson","Event-32-1960","tt0053131","The Nun's Story","nm0027355","Robert Anderson",NA,NA
"Best Writing, Story and Screenplay - Written Directly for the Screen","Winner","Russell Rouse (story), Clarence Greene (story), Stanley Shapiro (screenplay), Maurice Richlin (screenplay)","Event-32-1960","tt0053172","Pillow Talk","nm0745866","Russell Rouse",NA,NA
"Best Writing, Story and Screenplay - Written Directly for the Screen","Winner","Russell Rouse (story), Clarence Greene (story), Stanley Shapiro (screenplay), Maurice Richlin (screenplay)","Event-32-1960","tt0053172","Pillow Talk","nm0338707","Clarence Greene",NA,NA
"Best Writing, Story and Screenplay - Written Directly for the Screen","Winner","Russell Rouse (story), Clarence Greene (story), Stanley Shapiro (screenplay), Maurice Richlin (screenplay)","Event-32-1960","tt0053172","Pillow Talk","nm0788630","Stanley Shapiro",NA,NA
"Best Writing, Story and Screenplay - Written Directly for the Screen","Winner","Russell Rouse (story), Clarence Greene (story), Stanley Shapiro (screenplay), Maurice Richlin (screenplay)","Event-32-1960","tt0053172","Pillow Talk","nm0725009","Maurice Richlin",NA,NA
"Best Writing, Story and Screenplay - Written Directly for the Screen",NA,"Ernest Lehman","Event-32-1960","tt0053125","North by Northwest","nm0499626","Ernest Lehman",NA,NA
"Best Writing, Story and Screenplay - Written Directly for the Screen",NA,"Paul King (story), Joseph Stone (story), Stanley Shapiro (screenplay), Maurice Richlin (screenplay)","Event-32-1960","tt0053143","Operation Petticoat","nm0788630","Stanley Shapiro",NA,NA
"Best Writing, Story and Screenplay - Written Directly for the Screen",NA,"Paul King (story), Joseph Stone (story), Stanley Shapiro (screenplay), Maurice Richlin (screenplay)","Event-32-1960","tt0053143","Operation Petticoat","nm0725009","Maurice Richlin",NA,NA
"Best Writing, Story and Screenplay - Written Directly for the Screen",NA,"Paul King (story), Joseph Stone (story), Stanley Shapiro (screenplay), Maurice Richlin (screenplay)","Event-32-1960","tt0053143","Operation Petticoat","nm0455126","Paul King",NA,NA
"Best Writing, Story and Screenplay - Written Directly for the Screen",NA,"Paul King (story), Joseph Stone (story), Stanley Shapiro (screenplay), Maurice Richlin (screenplay)","Event-32-1960","tt0053143","Operation Petticoat","nm0831972","Joseph Stone",NA,NA
"Best Writing, Story and Screenplay - Written Directly for the Screen",NA,"François Truffaut, Marcel Moussy","Event-32-1960","tt0053198","The 400 Blows","nm0000076","François Truffaut",NA,NA
"Best Writing, Story and Screenplay - Written Directly for the Screen",NA,"François Truffaut, Marcel Moussy","Event-32-1960","tt0053198","The 400 Blows","nm0610115","Marcel Moussy",NA,NA
"Best Writing, Story and Screenplay - Written Directly for the Screen",NA,"Ingmar Bergman","Event-32-1960","tt0050986","Wild Strawberries","nm0000005","Ingmar Bergman",NA,NA
"Best Actor in a Leading Role","Winner","Elmer Gantry","Event-33-1961","tt0053793","Elmer Gantry","nm0000044","Burt Lancaster",NA,NA
"Best Actor in a Leading Role",NA,"The Apartment","Event-33-1961","tt0053604","The Apartment","nm0000493","Jack Lemmon",NA,NA
"Best Actor in a Leading Role",NA,"The Entertainer","Event-33-1961","tt0053796","The Entertainer","nm0000059","Laurence Olivier",NA,NA
"Best Actor in a Leading Role",NA,"Inherit the Wind","Event-33-1961","tt0053946","Inherit the Wind","nm0000075","Spencer Tracy",NA,NA
"Best Actor in a Leading Role",NA,"Sons and Lovers","Event-33-1961","tt0054326","Sons and Lovers","nm0002145","Trevor Howard",NA,NA
"Best Actor in a Supporting Role","Winner","Spartacus","Event-33-1961","tt0054331","Spartacus","nm0001811","Peter Ustinov",NA,NA
"Best Actor in a Supporting Role",NA,"The Alamo","Event-33-1961","tt0053580","The Alamo","nm0932629","Chill Wills",NA,NA
"Best Actor in a Supporting Role",NA,"The Apartment","Event-33-1961","tt0053604","The Apartment","nm0472816","Jack Kruschen",NA,NA
"Best Actor in a Supporting Role",NA,"Murder, Inc.","Event-33-1961","tt0054102","Murder, Inc.","nm0000393","Peter Falk",NA,NA
"Best Actor in a Supporting Role",NA,"Exodus","Event-33-1961","tt0053804","Exodus","nm0000543","Sal Mineo",NA,NA
"Best Actress in a Leading Role","Winner","BUtterfield 8","Event-33-1961","tt0053622","BUtterfield 8","nm0000072","Elizabeth Taylor",NA,NA
"Best Actress in a Leading Role",NA,"The Sundowners","Event-33-1961","tt0054353","The Sundowners","nm0000039","Deborah Kerr",NA,NA
"Best Actress in a Leading Role",NA,"Sunrise at Campobello","Event-33-1961","tt0054354","Sunrise at Campobello","nm0002093","Greer Garson",NA,NA
"Best Actress in a Leading Role",NA,"Never on Sunday","Event-33-1961","tt0054198","Never on Sunday","nm0580479","Melina Mercouri",NA,NA
"Best Actress in a Leading Role",NA,"The Apartment","Event-33-1961","tt0053604","The Apartment","nm0000511","Shirley MacLaine",NA,NA
"Best Actress in a Supporting Role","Winner","Elmer Gantry","Event-33-1961","tt0053793","Elmer Gantry","nm0429250","Shirley Jones",NA,NA
"Best Actress in a Supporting Role",NA,"The Sundowners","Event-33-1961","tt0054353","The Sundowners","nm0424318","Glynis Johns",NA,NA
"Best Actress in a Supporting Role",NA,"Psycho","Event-33-1961","tt0054215","Psycho","nm0001463","Janet Leigh",NA,NA
"Best Actress in a Supporting Role",NA,"Sons and Lovers","Event-33-1961","tt0054326","Sons and Lovers","nm0881829","Mary Ure",NA,NA
"Best Actress in a Supporting Role",NA,"The Dark at the Top of the Stairs","Event-33-1961","tt0053750","The Dark at the Top of the Stairs","nm0004309","Shirley Knight",NA,NA
"Best Art Direction-Set Decoration, Black-and-White","Winner","Alexandre Trauner, Edward G. Boyle","Event-33-1961","tt0053604","The Apartment","nm0871202","Alexandre Trauner",NA,NA
"Best Art Direction-Set Decoration, Black-and-White","Winner","Alexandre Trauner, Edward G. Boyle","Event-33-1961","tt0053604","The Apartment","nm0102231","Edward G. Boyle",NA,NA
"Best Art Direction-Set Decoration, Black-and-White",NA,"Joseph Hurley, Robert Clatworthy, George Milo","Event-33-1961","tt0054215","Psycho","nm0403463","Joseph Hurley",NA,NA
"Best Art Direction-Set Decoration, Black-and-White",NA,"Joseph Hurley, Robert Clatworthy, George Milo","Event-33-1961","tt0054215","Psycho","nm0165197","Robert Clatworthy",NA,NA
"Best Art Direction-Set Decoration, Black-and-White",NA,"Joseph Hurley, Robert Clatworthy, George Milo","Event-33-1961","tt0054215","Psycho","nm0590434","George Milo",NA,NA
"Best Art Direction-Set Decoration, Black-and-White",NA,"Thomas N. Morahan, Lionel Couch","Event-33-1961","tt0054326","Sons and Lovers","nm0598400","Thomas N. Morahan",NA,NA
"Best Art Direction-Set Decoration, Black-and-White",NA,"Thomas N. Morahan, Lionel Couch","Event-33-1961","tt0054326","Sons and Lovers","nm0183244","Lionel Couch",NA,NA
"Best Art Direction-Set Decoration, Black-and-White",NA,"J. McMillan Johnson, Kenneth A. Reid, Ross Dowd","Event-33-1961","tt0053810","The Facts of Life","nm0425262","J. McMillan Johnson",NA,NA
"Best Art Direction-Set Decoration, Black-and-White",NA,"J. McMillan Johnson, Kenneth A. Reid, Ross Dowd","Event-33-1961","tt0053810","The Facts of Life","nm0717326","Kenneth A. Reid",NA,NA
"Best Art Direction-Set Decoration, Black-and-White",NA,"J. McMillan Johnson, Kenneth A. Reid, Ross Dowd","Event-33-1961","tt0053810","The Facts of Life","nm0235688","Ross Dowd",NA,NA
"Best Art Direction-Set Decoration, Black-and-White",NA,"Hal Pereira, Walter H. Tyler, Sam Comer, Arthur Krams","Event-33-1961","tt0054446","Visit to a Small Planet","nm0673134","Hal Pereira",NA,NA
"Best Art Direction-Set Decoration, Black-and-White",NA,"Hal Pereira, Walter H. Tyler, Sam Comer, Arthur Krams","Event-33-1961","tt0054446","Visit to a Small Planet","nm0878934","Walter H. Tyler",NA,NA
"Best Art Direction-Set Decoration, Black-and-White",NA,"Hal Pereira, Walter H. Tyler, Sam Comer, Arthur Krams","Event-33-1961","tt0054446","Visit to a Small Planet","nm0173754","Sam Comer",NA,NA
"Best Art Direction-Set Decoration, Black-and-White",NA,"Hal Pereira, Walter H. Tyler, Sam Comer, Arthur Krams","Event-33-1961","tt0054446","Visit to a Small Planet","nm0469735","Arthur Krams",NA,NA
"Best Art Direction-Set Decoration, Color","Winner","Alexander Golitzen, Eric Orbom, Russell A. Gausman, Julia Heron","Event-33-1961","tt0054331","Spartacus","nm0326529","Alexander Golitzen",NA,NA
"Best Art Direction-Set Decoration, Color","Winner","Alexander Golitzen, Eric Orbom, Russell A. Gausman, Julia Heron","Event-33-1961","tt0054331","Spartacus","nm0649417","Eric Orbom",NA,NA
"Best Art Direction-Set Decoration, Color","Winner","Alexander Golitzen, Eric Orbom, Russell A. Gausman, Julia Heron","Event-33-1961","tt0054331","Spartacus","nm0310199","Russell A. Gausman",NA,NA
"Best Art Direction-Set Decoration, Color","Winner","Alexander Golitzen, Eric Orbom, Russell A. Gausman, Julia Heron","Event-33-1961","tt0054331","Spartacus","nm0380243","Julia Heron",NA,NA
"Best Art Direction-Set Decoration, Color",NA,"George W. Davis, Addison Hehr, Henry Grace, Hugh Hunt, Otto Siegel","Event-33-1961","tt0053715","Cimarron","nm0204649","George W. Davis",NA,NA
"Best Art Direction-Set Decoration, Color",NA,"George W. Davis, Addison Hehr, Henry Grace, Hugh Hunt, Otto Siegel","Event-33-1961","tt0053715","Cimarron","nm0373832","Addison Hehr",NA,NA
"Best Art Direction-Set Decoration, Color",NA,"George W. Davis, Addison Hehr, Henry Grace, Hugh Hunt, Otto Siegel","Event-33-1961","tt0053715","Cimarron","nm0333352","Henry Grace",NA,NA
"Best Art Direction-Set Decoration, Color",NA,"George W. Davis, Addison Hehr, Henry Grace, Hugh Hunt, Otto Siegel","Event-33-1961","tt0053715","Cimarron","nm0402474","Hugh Hunt",NA,NA
"Best Art Direction-Set Decoration, Color",NA,"George W. Davis, Addison Hehr, Henry Grace, Hugh Hunt, Otto Siegel","Event-33-1961","tt0053715","Cimarron","nm0796992","Otto Siegel",NA,NA
"Best Art Direction-Set Decoration, Color",NA,"Hal Pereira, Roland Anderson, Sam Comer, Arrigo Breschi","Event-33-1961","tt0053957","It Started in Naples","nm0673134","Hal Pereira",NA,NA
"Best Art Direction-Set Decoration, Color",NA,"Hal Pereira, Roland Anderson, Sam Comer, Arrigo Breschi","Event-33-1961","tt0053957","It Started in Naples","nm0027380","Roland Anderson",NA,NA
"Best Art Direction-Set Decoration, Color",NA,"Hal Pereira, Roland Anderson, Sam Comer, Arrigo Breschi","Event-33-1961","tt0053957","It Started in Naples","nm0173754","Sam Comer",NA,NA
"Best Art Direction-Set Decoration, Color",NA,"Hal Pereira, Roland Anderson, Sam Comer, Arrigo Breschi","Event-33-1961","tt0053957","It Started in Naples","nm0107663","Arrigo Breschi",NA,NA
"Best Art Direction-Set Decoration, Color",NA,"Ted Haworth, William Kiernan","Event-33-1961","tt0054172","Pepe","nm0370385","Ted Haworth",NA,NA
"Best Art Direction-Set Decoration, Color",NA,"Ted Haworth, William Kiernan","Event-33-1961","tt0054172","Pepe","nm0452599","William Kiernan",NA,NA
"Best Art Direction-Set Decoration, Color",NA,"Edward Carrere, George James Hopkins","Event-33-1961","tt0054354","Sunrise at Campobello","nm0140264","Edward Carrere",NA,NA
"Best Art Direction-Set Decoration, Color",NA,"Edward Carrere, George James Hopkins","Event-33-1961","tt0054354","Sunrise at Campobello","nm0394166","George James Hopkins",NA,NA
"Best Cinematography, Black-and-White","Winner","Freddie Francis","Event-33-1961","tt0054326","Sons and Lovers","nm0005711","Freddie Francis",NA,NA
"Best Cinematography, Black-and-White",NA,"Ernest Laszlo","Event-33-1961","tt0053946","Inherit the Wind","nm0005768","Ernest Laszlo",NA,NA
"Best Cinematography, Black-and-White",NA,"John L. Russell","Event-33-1961","tt0054215","Psycho","nm0005852","John L. Russell",NA,NA
"Best Cinematography, Black-and-White",NA,"Joseph LaShelle","Event-33-1961","tt0053604","The Apartment","nm0005766","Joseph LaShelle",NA,NA
"Best Cinematography, Black-and-White",NA,"Charles Lang","Event-33-1961","tt0053810","The Facts of Life","nm0485702","Charles Lang",NA,NA
"Best Cinematography, Color","Winner","Russell Metty","Event-33-1961","tt0054331","Spartacus","nm0005797","Russell Metty",NA,NA
"Best Cinematography, Color",NA,"Joseph Ruttenberg, Charles Harten","Event-33-1961","tt0053622","BUtterfield 8","nm0005853","Joseph Ruttenberg",NA,NA
"Best Cinematography, Color",NA,"Joseph Ruttenberg, Charles Harten","Event-33-1961","tt0053622","BUtterfield 8","nm0366647","Charles Harten",NA,NA
"Best Cinematography, Color",NA,"Sam Leavitt","Event-33-1961","tt0053804","Exodus","nm0495402","Sam Leavitt",NA,NA
"Best Cinematography, Color",NA,"Joseph MacDonald","Event-33-1961","tt0054172","Pepe","nm0531796","Joseph MacDonald",NA,NA
"Best Cinematography, Color",NA,"William H. Clothier","Event-33-1961","tt0053580","The Alamo","nm0005670","William H. Clothier",NA,NA
"Best Costume Design, Black-and-White","Winner","Edith Head, Edward Stevenson","Event-33-1961","tt0053810","The Facts of Life","nm0372128","Edith Head",NA,NA
"Best Costume Design, Black-and-White","Winner","Edith Head, Edward Stevenson","Event-33-1961","tt0053810","The Facts of Life","nm0828926","Edward Stevenson",NA,NA
"Best Costume Design, Black-and-White",NA,"Deni Vachlioti","Event-33-1961","tt0054198","Never on Sunday","nm14019417","Deni Vachlioti",NA,NA
"Best Costume Design, Black-and-White",NA,"Bill Thomas","Event-33-1961","tt0054295","Seven Thieves","nm0858528","Bill Thomas",NA,NA
"Best Costume Design, Black-and-White",NA,"Howard Shoup","Event-33-1961","tt0054243","The Rise and Fall of Legs Diamond","nm0795251","Howard Shoup",NA,NA
"Best Costume Design, Black-and-White",NA,"Marik Vos-Lundh","Event-33-1961","tt0053976","The Virgin Spring","nm0903623","Marik Vos-Lundh",NA,NA
"Best Costume Design, Color","Winner","Valles, Bill Thomas","Event-33-1961","tt0054331","Spartacus","nm0885049","Valles",NA,NA
"Best Costume Design, Color","Winner","Valles, Bill Thomas","Event-33-1961","tt0054331","Spartacus","nm0858528","Bill Thomas",NA,NA
"Best Costume Design, Color",NA,"Irene Sharaff","Event-33-1961","tt0053690","Can-Can","nm0788695","Irene Sharaff",NA,NA
"Best Costume Design, Color",NA,"Irene Sharaff","Event-33-1961","tt0053690","Can-Can","nm0409898","Irene",NA,NA
"Best Costume Design, Color",NA,"Irene","Event-33-1961","tt0054084","Midnight Lace","nm0409898","Irene",NA,NA
"Best Costume Design, Color",NA,"Edith Head","Event-33-1961","tt0054172","Pepe","nm0372128","Edith Head",NA,NA
"Best Costume Design, Color",NA,"Marjorie Best","Event-33-1961","tt0054354","Sunrise at Campobello","nm0078968","Marjorie Best",NA,NA
"Best Director","Winner","The Apartment","Event-33-1961","tt0053604","The Apartment","nm0000697","Billy Wilder",NA,NA
"Best Director",NA,"Psycho","Event-33-1961","tt0054215","Psycho","nm0000033","Alfred Hitchcock",NA,NA
"Best Director",NA,"The Sundowners","Event-33-1961","tt0054353","The Sundowners","nm0003593","Fred Zinnemann",NA,NA
"Best Director",NA,"Sons and Lovers","Event-33-1961","tt0054326","Sons and Lovers","nm0002153","Jack Cardiff",NA,NA
"Best Director",NA,"Never on Sunday","Event-33-1961","tt0054198","Never on Sunday","nm0202088","Jules Dassin",NA,NA
"Best Documentary, Features","Winner","Larry Lansburgh","Event-33-1961","tt0054993","The Horse with the Flying Tail","nm0487047","Larry Lansburgh",NA,NA
"Best Documentary, Features",NA,"Robert D. Fraser","Event-33-1961","tt0054235","Rebel in Paradise","nm0292224","Robert D. Fraser",NA,NA
"Best Documentary, Short Subjects","Winner","James Hill","Event-33-1961","tt0053866","Giuseppina","nm0384342","James Hill",NA,NA
"Best Documentary, Short Subjects",NA,NA,"Event-33-1961","tt0053649","Beyond Silence",NA,NA,NA,NA
"Best Documentary, Short Subjects",NA,NA,"Event-33-1961","tt0053685","En by ved navn København",NA,NA,NA,NA
"Best Documentary, Short Subjects",NA,"Charles Carey, Altina Carey","Event-33-1961","tt0053858","George Grosz' Interregnum","nm0136919","Charles Carey",NA,NA
"Best Documentary, Short Subjects",NA,"Charles Carey, Altina Carey","Event-33-1961","tt0053858","George Grosz' Interregnum","nm0136896","Altina Carey",NA,NA
"Best Documentary, Short Subjects",NA,"Colin Low","Event-33-1961","tt0054429","Universe","nm0522800","Colin Low",NA,NA
"Best Effects, Special Effects","Winner","Gene Warren, Tim Baar","Event-33-1961","tt0054387","The Time Machine","nm0912840","Gene Warren",NA,NA
"Best Effects, Special Effects","Winner","Gene Warren, Tim Baar","Event-33-1961","tt0054387","The Time Machine","nm0056579","Tim Baar",NA,NA
"Best Effects, Special Effects",NA,"Augie Lohman","Event-33-1961","tt0054016","The Last Voyage","nm0517846","Augie Lohman",NA,NA
"Best Film Editing","Winner","Daniel Mandell","Event-33-1961","tt0053604","The Apartment","nm0541721","Daniel Mandell",NA,NA
"Best Film Editing",NA,"Frederic Knudtson","Event-33-1961","tt0053946","Inherit the Wind","nm0461772","Frederic Knudtson",NA,NA
"Best Film Editing",NA,"Viola Lawrence, Al Clark","Event-33-1961","tt0054172","Pepe","nm0493072","Viola Lawrence",NA,NA
"Best Film Editing",NA,"Viola Lawrence, Al Clark","Event-33-1961","tt0054172","Pepe","nm0163617","Al Clark",NA,NA
"Best Film Editing",NA,"Robert Lawrence","Event-33-1961","tt0054331","Spartacus","nm0492992","Robert Lawrence",NA,NA
"Best Film Editing",NA,"Stuart Gilmore","Event-33-1961","tt0053580","The Alamo","nm0319574","Stuart Gilmore",NA,NA
"Best Foreign Language Film","Winner",NA,"Event-33-1961","tt0053976","The Virgin Spring",NA,NA,NA,NA
"Best Foreign Language Film",NA,NA,"Event-33-1961","tt0052961","Kapo",NA,NA,NA,NA
"Best Foreign Language Film",NA,NA,"Event-33-1961","tt0054452","La vérité",NA,NA,NA,NA
"Best Foreign Language Film",NA,NA,"Event-33-1961","tt0054042","Macario",NA,NA,NA,NA
"Best Foreign Language Film",NA,NA,"Event-33-1961","tt0053764","The Ninth Circle",NA,NA,NA,NA
"Best Music, Original Song","Winner","Manos Hatzidakis","Event-33-1961","tt0054198","Never on Sunday","nm0006118","Manos Hatzidakis",NA,NA
"Best Music, Original Song",NA,"Jimmy Van Heusen (music), Sammy Cahn (lyrics)","Event-33-1961","tt0053912","High Time","nm0006329","Jimmy Van Heusen",NA,NA
"Best Music, Original Song",NA,"Jimmy Van Heusen (music), Sammy Cahn (lyrics)","Event-33-1961","tt0053912","High Time","nm0005991","Sammy Cahn",NA,NA
"Best Music, Original Song",NA,"André Previn (music), Dory Previn (lyrics) (as Dory Langdon)","Event-33-1961","tt0054172","Pepe","nm0006238","André Previn",NA,NA
"Best Music, Original Song",NA,"André Previn (music), Dory Previn (lyrics) (as Dory Langdon)","Event-33-1961","tt0054172","Pepe","nm0696659","Dory Previn",NA,NA
"Best Music, Original Song",NA,"Dimitri Tiomkin (music), Paul Francis Webster (lyrics)","Event-33-1961","tt0053580","The Alamo","nm0006323","Dimitri Tiomkin",NA,NA
"Best Music, Original Song",NA,"Dimitri Tiomkin (music), Paul Francis Webster (lyrics)","Event-33-1961","tt0053580","The Alamo","nm0916990","Paul Francis Webster",NA,NA
"Best Music, Original Song",NA,"Johnny Mercer","Event-33-1961","tt0053810","The Facts of Life","nm0006197","Johnny Mercer",NA,NA
"Best Music, Scoring of a Dramatic or Comedy Picture","Winner","Ernest Gold","Event-33-1961","tt0053804","Exodus","nm0006104","Ernest Gold",NA,NA
"Best Music, Scoring of a Dramatic or Comedy Picture",NA,"André Previn","Event-33-1961","tt0053793","Elmer Gantry","nm0006238","André Previn",NA,NA
"Best Music, Scoring of a Dramatic or Comedy Picture",NA,"Alex North","Event-33-1961","tt0054331","Spartacus","nm0006218","Alex North",NA,NA
"Best Music, Scoring of a Dramatic or Comedy Picture",NA,"Dimitri Tiomkin","Event-33-1961","tt0053580","The Alamo","nm0006323","Dimitri Tiomkin",NA,NA
"Best Music, Scoring of a Dramatic or Comedy Picture",NA,"Elmer Bernstein","Event-33-1961","tt0054047","The Magnificent Seven","nm0000930","Elmer Bernstein",NA,NA
"Best Music, Scoring of a Musical Picture","Winner","Morris Stoloff, Harry Sukman","Event-33-1961","tt0054324","Song Without End","nm0006304","Morris Stoloff",NA,NA
"Best Music, Scoring of a Musical Picture","Winner","Morris Stoloff, Harry Sukman","Event-33-1961","tt0054324","Song Without End","nm0006313","Harry Sukman",NA,NA
"Best Music, Scoring of a Musical Picture",NA,"André Previn","Event-33-1961","tt0053645","Bells Are Ringing","nm0006238","André Previn",NA,NA
"Best Music, Scoring of a Musical Picture",NA,"Nelson Riddle","Event-33-1961","tt0053690","Can-Can","nm0725765","Nelson Riddle",NA,NA
"Best Music, Scoring of a Musical Picture",NA,"Lionel Newman, Earle Hagen","Event-33-1961","tt0054022","Let's Make Love","nm0006213","Lionel Newman",NA,NA
"Best Music, Scoring of a Musical Picture",NA,"Lionel Newman, Earle Hagen","Event-33-1961","tt0054022","Let's Make Love","nm0006120","Earle Hagen",NA,NA
"Best Music, Scoring of a Musical Picture",NA,"Johnny Green","Event-33-1961","tt0054172","Pepe","nm0338004","Johnny Green",NA,NA
"Best Picture","Winner","Billy Wilder","Event-33-1961","tt0053604","The Apartment","nm0000697","Billy Wilder",NA,NA
"Best Picture",NA,"Bernard Smith","Event-33-1961","tt0053793","Elmer Gantry","nm0807430","Bernard Smith",NA,NA
"Best Picture",NA,"Jerry Wald","Event-33-1961","tt0054326","Sons and Lovers","nm0907003","Jerry Wald",NA,NA
"Best Picture",NA,"John Wayne","Event-33-1961","tt0053580","The Alamo","nm0000078","John Wayne",NA,NA
"Best Picture",NA,"Fred Zinnemann","Event-33-1961","tt0054353","The Sundowners","nm0003593","Fred Zinnemann",NA,NA
"Best Short Subject, Cartoons","Winner","William L. Snyder","Event-33-1961","tt0054100","Munro","nm0811581","William L. Snyder",NA,NA
"Best Short Subject, Cartoons",NA,"Walt Disney","Event-33-1961","tt0053875","Goliath II","nm0000370","Walt Disney",NA,NA
"Best Short Subject, Cartoons",NA,NA,"Event-33-1961","tt0053909","High Note",NA,NA,NA,NA
"Best Short Subject, Cartoons",NA,NA,"Event-33-1961","tt0054096","Mouse and Garden",NA,NA,NA,NA
"Best Short Subject, Cartoons",NA,"Frantisek Vystrcil","Event-33-1961","tt0054186","O místo na slunci","nm0904587","Frantisek Vystrcil",NA,NA
"Best Short Subject, Live Action Subjects","Winner","Robert P. Davis","Event-33-1961","tt0053753","Day of the Painter","nm0205366","Robert P. Davis",NA,NA
"Best Short Subject, Live Action Subjects",NA,"Leslie Winik","Event-33-1961","tt0054335","A Sport Is Born","nm0935119","Leslie Winik",NA,NA
"Best Short Subject, Live Action Subjects",NA,"Walt Disney","Event-33-1961","tt0053956","Islands of the Sea","nm0000370","Walt Disney",NA,NA
"Best Short Subject, Live Action Subjects",NA,"Charles F. Schwep, Ismail Merchant","Event-33-1961","tt0053737","The Creation of Woman","nm0777887","Charles F. Schwep",NA,NA
"Best Short Subject, Live Action Subjects",NA,"Charles F. Schwep, Ismail Merchant","Event-33-1961","tt0053737","The Creation of Woman","nm0580337","Ismail Merchant",NA,NA
"Best Sound","Winner","Gordon Sawyer (Samuel Goldwyn SSD), Fred Hynes (Todd-AO SSD)","Event-33-1961","tt0053580","The Alamo","nm0768167","Gordon Sawyer",NA,NA
"Best Sound","Winner","Gordon Sawyer (Samuel Goldwyn SSD), Fred Hynes (Todd-AO SSD)","Event-33-1961","tt0053580","The Alamo","nm0405261","Fred Hynes",NA,NA
"Best Sound",NA,"Franklin Milton (Metro-Goldwyn-Mayer SSD)","Event-33-1961","tt0053715","Cimarron","nm0590665","Franklin Milton",NA,NA
"Best Sound",NA,"Charles J. Rice (Columbia SSD)","Event-33-1961","tt0054172","Pepe","nm0723376","Charles J. Rice",NA,NA
"Best Sound",NA,"George Groves (Warner Bros. SSD)","Event-33-1961","tt0054354","Sunrise at Campobello","nm0344060","George Groves",NA,NA
"Best Sound",NA,"Gordon Sawyer (Samuel Goldwyn SSD)","Event-33-1961","tt0053604","The Apartment","nm0768167","Gordon Sawyer",NA,NA
"Best Writing, Screenplay Based on Material from Another Medium","Winner","Richard Brooks","Event-33-1961","tt0053793","Elmer Gantry","nm0112218","Richard Brooks",NA,NA
"Best Writing, Screenplay Based on Material from Another Medium",NA,"Nedrick Young, Harold Jacob Smith","Event-33-1961","tt0053946","Inherit the Wind","nm0949917","Nedrick Young",NA,NA
"Best Writing, Screenplay Based on Material from Another Medium",NA,"Nedrick Young, Harold Jacob Smith","Event-33-1961","tt0053946","Inherit the Wind","nm0808414","Harold Jacob Smith",NA,NA
"Best Writing, Screenplay Based on Material from Another Medium",NA,"Gavin Lambert, T.E.B. Clarke","Event-33-1961","tt0054326","Sons and Lovers","nm0483149","Gavin Lambert",NA,NA
"Best Writing, Screenplay Based on Material from Another Medium",NA,"Gavin Lambert, T.E.B. Clarke","Event-33-1961","tt0054326","Sons and Lovers","nm0165021","T.E.B. Clarke",NA,NA
"Best Writing, Screenplay Based on Material from Another Medium",NA,"Isobel Lennart","Event-33-1961","tt0054353","The Sundowners","nm0501973","Isobel Lennart",NA,NA
