"AwardCategory","AwardWinner","SecondaryName.list","AwardCeremony","FilmID","FilmName","PersonID","PersonName","CompanyID","CompanyName","Ceremony","CeremonyYear"
"Best Music","Winner","Dan Romer, Benh Zeitlin","Event-38-2012","tt2125435","Beasts of the Southern Wild","nm2475118","Dan Romer",NA,NA,"038","2012"
"Best Music","Winner","Dan Romer, Benh Zeitlin","Event-38-2012","tt2125435","Beasts of the Southern Wild","nm1022455","Benh Zeitlin",NA,NA,"038","2012"
"Best Music",NA,"Jonny Greenwood","Event-38-2012","tt1560747","The Master","nm0339351","Jonny Greenwood",NA,NA,"038","2012"
"Best Picture","Winner",NA,"Event-38-2012","tt1602620","Amour",NA,NA,NA,NA,"038","2012"
"Best Picture",NA,NA,"Event-38-2012","tt1560747","The Master",NA,NA,NA,NA,"038","2012"
"Best Production Design","Winner","Jack Fisk, David Crank","Event-38-2012","tt1560747","The Master","nm0279926","Jack Fisk",NA,NA,"038","2012"
"Best Production Design","Winner","Jack Fisk, David Crank","Event-38-2012","tt1560747","The Master","nm0186477","David Crank",NA,NA,"038","2012"
"Best Production Design",NA,"Adam Stockhausen","Event-38-2012","tt1748122","Moonrise Kingdom","nm1360914","Adam Stockhausen",NA,NA,"038","2012"
"Best Screenplay","Winner","Chris Terrio","Event-38-2012","tt1024648","Argo","nm0006516","Chris Terrio",NA,NA,"038","2012"
"Best Screenplay",NA,"David O. Russell","Event-38-2012","tt1045658","Silver Linings Playbook","nm0751102","David O. Russell",NA,NA,"038","2012"
"Best Supporting Actor","Winner","Beasts of the Southern Wild","Event-38-2012","tt2125435","Beasts of the Southern Wild","nm4833412","Dwight Henry",NA,NA,"038","2012"
"Best Supporting Actor",NA,"Django Unchained","Event-38-2012","tt1853728","Django Unchained","nm0910607","Christoph Waltz",NA,NA,"038","2012"
"Best Supporting Actress","Winner","The Master","Event-38-2012","tt1560747","The Master","nm0010736","Amy Adams",NA,NA,"038","2012"
"Best Supporting Actress",NA,"The Dark Knight Rises, Les Misérables","Event-38-2012","tt1345836","The Dark Knight Rises","nm0004266","Anne Hathaway",NA,NA,"038","2012"
"Best Supporting Actress",NA,"The Dark Knight Rises, Les Misérables","Event-38-2012","tt1707386","Les Misérables","nm0004266","Anne Hathaway",NA,NA,"038","2012"
"Best Actor","Winner","Nebraska","Event-39-2013","tt1821549","Nebraska","nm0001136","Bruce Dern",NA,NA,"039","2013"
"Best Actor",NA,"12 Years a Slave","Event-39-2013","tt2024544","12 Years a Slave","nm0252230","Chiwetel Ejiofor",NA,NA,"039","2013"
"Best Actress","Winner","Blue Is the Warmest Colour","Event-39-2013","tt2278871","Blue Is the Warmest Colour","nm2650819","Adèle Exarchopoulos",NA,NA,"039","2013"
"Best Actress","Winner","Blue Jasmine","Event-39-2013","tt2334873","Blue Jasmine","nm0000949","Cate Blanchett",NA,NA,"039","2013"
"Best Animation","Winner","Stéphane Aubier, Vincent Patar, Benjamin Renner","Event-39-2013","tt1816518","Ernest & Celestine","nm0041334","Stéphane Aubier",NA,NA,"039","2013"
"Best Animation","Winner","Stéphane Aubier, Vincent Patar, Benjamin Renner","Event-39-2013","tt1816518","Ernest & Celestine","nm0665262","Vincent Patar",NA,NA,"039","2013"
"Best Animation","Winner","Stéphane Aubier, Vincent Patar, Benjamin Renner","Event-39-2013","tt1816518","Ernest & Celestine","nm2883649","Benjamin Renner",NA,NA,"039","2013"
"Best Animation",NA,"Hayao Miyazaki","Event-39-2013","tt2013293","The Wind Rises","nm0594503","Hayao Miyazaki",NA,NA,"039","2013"
"Best Cinematography","Winner","Emmanuel Lubezki","Event-39-2013","tt1454468","Gravity","nm0523881","Emmanuel Lubezki",NA,NA,"039","2013"
"Best Cinematography",NA,"Bruno Delbonnel","Event-39-2013","tt2042568","Inside Llewyn Davis","nm0216632","Bruno Delbonnel",NA,NA,"039","2013"
"Best Director","Winner","Gravity","Event-39-2013","tt1454468","Gravity","nm0190859","Alfonso Cuarón",NA,NA,"039","2013"
"Best Director",NA,"Her","Event-39-2013","tt1798709","Her","nm0005069","Spike Jonze",NA,NA,"039","2013"
"Best Documentary/Non-Fiction Film","Winner","Sarah Polley","Event-39-2013","tt2366450","Stories We Tell","nm0001631","Sarah Polley",NA,NA,"039","2013"
"Best Documentary/Non-Fiction Film",NA,"Joshua Oppenheimer","Event-39-2013","tt2375605","The Act of Killing","nm1484791","Joshua Oppenheimer",NA,NA,"039","2013"
"Best Editing","Winner","Alfonso Cuarón, Mark Sanger","Event-39-2013","tt1454468","Gravity","nm0190859","Alfonso Cuarón",NA,NA,"039","2013"
"Best Editing","Winner","Alfonso Cuarón, Mark Sanger","Event-39-2013","tt1454468","Gravity","nm0002747","Mark Sanger",NA,NA,"039","2013"
"Best Editing",NA,"Shane Carruth, David Lowery","Event-39-2013","tt2084989","Upstream Color","nm1503403","Shane Carruth",NA,NA,"039","2013"
"Best Editing",NA,"Shane Carruth, David Lowery","Event-39-2013","tt2084989","Upstream Color","nm1108007","David Lowery",NA,NA,"039","2013"
"Best Foreign Film","Winner","Abdellatif Kechiche","Event-39-2013","tt2278871","Blue Is the Warmest Colour","nm0444244","Abdellatif Kechiche",NA,NA,"039","2013"
"Best Foreign Film",NA,"Paolo Sorrentino","Event-39-2013","tt2358891","The Great Beauty","nm0815204","Paolo Sorrentino",NA,NA,"039","2013"
"Best Music","Winner","T Bone Burnett","Event-39-2013","tt2042568","Inside Llewyn Davis","nm0122439","T Bone Burnett",NA,NA,"039","2013"
"Best Music",NA,"Arcade Fire, Owen Pallett","Event-39-2013","tt1798709","Her","nm1841348","Arcade Fire",NA,NA,"039","2013"
"Best Music",NA,"Arcade Fire, Owen Pallett","Event-39-2013","tt1798709","Her","nm2564754","Owen Pallett",NA,NA,"039","2013"
"Best Picture","Winner",NA,"Event-39-2013","tt1454468","Gravity",NA,NA,NA,NA,"039","2013"
"Best Picture","Winner",NA,"Event-39-2013","tt1798709","Her",NA,NA,NA,NA,"039","2013"
"Best Production Design","Winner","K.K. Barrett","Event-39-2013","tt1798709","Her","nm0057187","K.K. Barrett",NA,NA,"039","2013"
"Best Production Design",NA,"Jess Gonchor","Event-39-2013","tt2042568","Inside Llewyn Davis","nm0327211","Jess Gonchor",NA,NA,"039","2013"
"Best Screenplay","Winner","Richard Linklater, Julie Delpy, Ethan Hawke","Event-39-2013","tt2209418","Before Midnight","nm0000500","Richard Linklater",NA,NA,"039","2013"
"Best Screenplay","Winner","Richard Linklater, Julie Delpy, Ethan Hawke","Event-39-2013","tt2209418","Before Midnight","nm0000365","Julie Delpy",NA,NA,"039","2013"
"Best Screenplay","Winner","Richard Linklater, Julie Delpy, Ethan Hawke","Event-39-2013","tt2209418","Before Midnight","nm0000160","Ethan Hawke",NA,NA,"039","2013"
"Best Screenplay",NA,"Spike Jonze","Event-39-2013","tt1798709","Her","nm0005069","Spike Jonze",NA,NA,"039","2013"
"Best Supporting Actor","Winner","Spring Breakers","Event-39-2013","tt2101441","Spring Breakers","nm0290556","James Franco",NA,NA,"039","2013"
"Best Supporting Actor","Winner","Dallas Buyers Club","Event-39-2013","tt0790636","Dallas Buyers Club","nm0001467","Jared Leto",NA,NA,"039","2013"
"Best Supporting Actress","Winner","12 Years a Slave","Event-39-2013","tt2024544","12 Years a Slave","nm2143282","Lupita Nyong'o",NA,NA,"039","2013"
"Best Supporting Actress",NA,"Nebraska","Event-39-2013","tt1821549","Nebraska","nm0820053","June Squibb",NA,NA,"039","2013"
"Best Actor","Winner","Coming Home","Event-4-1978","tt0077362","Coming Home","nm0000685","Jon Voight",NA,NA,"004","1978"
"Best Actor",NA,"The Deer Hunter","Event-4-1978","tt0077416","The Deer Hunter","nm0000134","Robert De Niro",NA,NA,"004","1978"
"Best Actor",NA,"The Buddy Holly Story","Event-4-1978","tt0077280","The Buddy Holly Story","nm0000997","Gary Busey",NA,NA,"004","1978"
"Best Actress","Winner","Coming Home, Comes a Horseman, California Suite","Event-4-1978","tt0077362","Coming Home","nm0000404","Jane Fonda",NA,NA,"004","1978"
"Best Actress","Winner","Coming Home, Comes a Horseman, California Suite","Event-4-1978","tt0077360","Comes a Horseman","nm0000404","Jane Fonda",NA,NA,"004","1978"
"Best Actress","Winner","Coming Home, Comes a Horseman, California Suite","Event-4-1978","tt0077289","California Suite","nm0000404","Jane Fonda",NA,NA,"004","1978"
"Best Actress",NA,"Autumn Sonata","Event-4-1978","tt0077711","Autumn Sonata","nm0000006","Ingrid Bergman",NA,NA,"004","1978"
"Best Actress",NA,"A Dream of Passion","Event-4-1978","tt0077473","A Dream of Passion","nm0000995","Ellen Burstyn",NA,NA,"004","1978"
"Best Cinematography","Winner","Néstor Almendros","Event-4-1978","tt0077405","Days of Heaven","nm0000743","Néstor Almendros",NA,NA,"004","1978"
"Best Cinematography",NA,"Sven Nykvist","Event-4-1978","tt0078111","Pretty Baby","nm0005815","Sven Nykvist",NA,NA,"004","1978"
"Best Cinematography",NA,NA,"Event-4-1978",NA,NA,NA,NA,NA,NA,"004","1978"
"Best Director","Winner","The Deer Hunter","Event-4-1978","tt0077416","The Deer Hunter","nm0001047","Michael Cimino",NA,NA,"004","1978"
"Best Director",NA,"Interiors","Event-4-1978","tt0077742","Interiors","nm0000095","Woody Allen",NA,NA,"004","1978"
"Best Director",NA,"Midnight Express","Event-4-1978","tt0077928","Midnight Express","nm0000570","Alan Parker",NA,NA,"004","1978"
"Best Foreign Film","Winner","Moshé Mizrahi","Event-4-1978","tt0076348","Madame Rosa","nm0594624","Moshé Mizrahi",NA,NA,"004","1978"
"Best Foreign Film",NA,"Ingmar Bergman","Event-4-1978","tt0077711","Autumn Sonata","nm0000005","Ingmar Bergman",NA,NA,"004","1978"
"Best Foreign Film",NA,"Nikita Mikhalkov","Event-4-1978","tt0075119","A Slave of Love","nm0586482","Nikita Mikhalkov",NA,NA,"004","1978"
"Best Music","Winner","Giorgio Moroder","Event-4-1978","tt0077928","Midnight Express","nm0002380","Giorgio Moroder",NA,NA,"004","1978"
"Best Music",NA,"Jack Nitzsche","Event-4-1978","tt0077248","Blue Collar","nm0006217","Jack Nitzsche",NA,NA,"004","1978"
"Best Music",NA,"Ralph Burns","Event-4-1978","tt0077952","Movie Movie","nm0005985","Ralph Burns",NA,NA,"004","1978"
"Best Picture","Winner",NA,"Event-4-1978","tt0077362","Coming Home",NA,NA,NA,NA,"004","1978"
"Best Picture",NA,NA,"Event-4-1978","tt0077416","The Deer Hunter",NA,NA,NA,NA,"004","1978"
"Best Picture",NA,NA,"Event-4-1978","tt0077928","Midnight Express",NA,NA,NA,NA,"004","1978"
"Best Screenplay","Winner","Paul Mazursky","Event-4-1978","tt0078444","An Unmarried Woman","nm0005196","Paul Mazursky",NA,NA,"004","1978"
"Best Screenplay",NA,"Woody Allen","Event-4-1978","tt0077742","Interiors","nm0000095","Woody Allen",NA,NA,"004","1978"
"Best Screenplay",NA,"Larry Gelbart, Sheldon Keller","Event-4-1978","tt0077952","Movie Movie","nm0312205","Larry Gelbart",NA,NA,"004","1978"
"Best Screenplay",NA,"Larry Gelbart, Sheldon Keller","Event-4-1978","tt0077952","Movie Movie","nm0445766","Sheldon Keller",NA,NA,"004","1978"
"Best Supporting Actor","Winner","Who Is Killing the Great Chefs of Europe?","Event-4-1978","tt0078488","Who Is Killing the Great Chefs of Europe?","nm0605923","Robert Morley",NA,NA,"004","1978"
"Best Supporting Actor",NA,"The Deer Hunter","Event-4-1978","tt0077416","The Deer Hunter","nm0000686","Christopher Walken",NA,NA,"004","1978"
"Best Supporting Actor",NA,"Comes a Horseman","Event-4-1978","tt0077360","Comes a Horseman","nm0002070","Richard Farnsworth",NA,NA,"004","1978"
"Best Supporting Actress","Winner","Interiors","Event-4-1978","tt0077742","Interiors","nm0822972","Maureen Stapleton",NA,NA,"004","1978"
"Best Supporting Actress","Winner","Stevie","Event-4-1978","tt0078321","Stevie","nm0913332","Mona Washbourne",NA,NA,"004","1978"
"Best Supporting Actress",NA,"Interiors","Event-4-1978","tt0077742","Interiors","nm0656183","Geraldine Page",NA,NA,"004","1978"
"Best Actor","Winner","Locke","Event-40-2014","tt2692904","Locke","nm0362766","Tom Hardy",NA,NA,"040","2014"
"Best Actor",NA,"Birdman or (The Unexpected Virtue of Ignorance)","Event-40-2014",NA,NA,"nm0000474","Michael Keaton",NA,NA,"040","2014"
"Best Actress","Winner","Boyhood","Event-40-2014","tt1065073","Boyhood","nm0000099","Patricia Arquette",NA,NA,"040","2014"
"Best Actress",NA,"Still Alice","Event-40-2014","tt3316960","Still Alice","nm0000194","Julianne Moore",NA,NA,"040","2014"
"Best Animation","Winner","Isao Takahata","Event-40-2014","tt2576852","The Tale of The Princess Kaguya","nm0847223","Isao Takahata",NA,NA,"040","2014"
"Best Animation",NA,"Phil Lord, Christopher Miller","Event-40-2014","tt1490017","The Lego Movie","nm0520488","Phil Lord",NA,NA,"040","2014"
"Best Animation",NA,"Phil Lord, Christopher Miller","Event-40-2014","tt1490017","The Lego Movie","nm0588087","Christopher Miller",NA,NA,"040","2014"
"Best Cinematography","Winner","Emmanuel Lubezki","Event-40-2014","tt2562232","Birdman or (The Unexpected Virtue of Ignorance)","nm0523881","Emmanuel Lubezki",NA,NA,"040","2014"
"Best Cinematography",NA,"Dick Pope","Event-40-2014","tt2473794","Mr. Turner","nm0005836","Dick Pope",NA,NA,"040","2014"
"Best Director","Winner","Boyhood","Event-40-2014","tt1065073","Boyhood","nm0000500","Richard Linklater",NA,NA,"040","2014"
"Best Director",NA,"The Grand Budapest Hotel","Event-40-2014","tt2278388","The Grand Budapest Hotel","nm0027572","Wes Anderson",NA,NA,"040","2014"
"Best Documentary/Non-Fiction Film","Winner","Laura Poitras","Event-40-2014","tt4044364","Citizenfour","nm0688636","Laura Poitras",NA,NA,"040","2014"
"Best Documentary/Non-Fiction Film",NA,"Steve James","Event-40-2014","tt2382298","Life Itself","nm0416945","Steve James",NA,NA,"040","2014"
"Best Editing","Winner","Sandra Adair","Event-40-2014","tt1065073","Boyhood","nm0010471","Sandra Adair",NA,NA,"040","2014"
"Best Editing",NA,"Barney Pilling","Event-40-2014","tt2278388","The Grand Budapest Hotel","nm1306189","Barney Pilling",NA,NA,"040","2014"
"Best Foreign Film","Winner","Pawel Pawlikowski","Event-40-2014","tt2718492","Ida","nm0667734","Pawel Pawlikowski",NA,NA,"040","2014"
"Best Foreign Film",NA,"Nuri Bilge Ceylan","Event-40-2014","tt2758880","Winter Sleep","nm0149196","Nuri Bilge Ceylan",NA,NA,"040","2014"
"Best Music","Winner","Jonny Greenwood","Event-40-2014","tt1791528","Inherent Vice","nm0339351","Jonny Greenwood",NA,NA,"040","2014"
"Best Music","Winner","Mica Levi","Event-40-2014","tt1441395","Under the Skin","nm5908010","Mica Levi",NA,NA,"040","2014"
"Best Picture","Winner",NA,"Event-40-2014","tt1065073","Boyhood",NA,NA,NA,NA,"040","2014"
"Best Picture",NA,NA,"Event-40-2014","tt2278388","The Grand Budapest Hotel",NA,NA,NA,NA,"040","2014"
"Best Production Design","Winner","Adam Stockhausen","Event-40-2014","tt2278388","The Grand Budapest Hotel","nm1360914","Adam Stockhausen",NA,NA,"040","2014"
"Best Production Design",NA,"Ondrej Nekvasil","Event-40-2014","tt1706620","Snowpiercer","nm0624983","Ondrej Nekvasil",NA,NA,"040","2014"
"Best Screenplay","Winner","Wes Anderson","Event-40-2014","tt2278388","The Grand Budapest Hotel","nm0027572","Wes Anderson",NA,NA,"040","2014"
"Best Screenplay",NA,"Alejandro G. Iñárritu, Nicolás Giacobone, Alexander Dinelaris, Armando Bo","Event-40-2014","tt2562232","Birdman or (The Unexpected Virtue of Ignorance)","nm0327944","Alejandro G. Iñárritu",NA,NA,"040","2014"
"Best Screenplay",NA,"Alejandro G. Iñárritu, Nicolás Giacobone, Alexander Dinelaris, Armando Bo","Event-40-2014","tt2562232","Birdman or (The Unexpected Virtue of Ignorance)","nm1481172","Nicolás Giacobone",NA,NA,"040","2014"
"Best Screenplay",NA,"Alejandro G. Iñárritu, Nicolás Giacobone, Alexander Dinelaris, Armando Bo","Event-40-2014","tt2562232","Birdman or (The Unexpected Virtue of Ignorance)","nm5409486","Alexander Dinelaris",NA,NA,"040","2014"
"Best Screenplay",NA,"Alejandro G. Iñárritu, Nicolás Giacobone, Alexander Dinelaris, Armando Bo","Event-40-2014","tt2562232","Birdman or (The Unexpected Virtue of Ignorance)","nm3174584","Armando Bo",NA,NA,"040","2014"
"Best Supporting Actor","Winner","Whiplash","Event-40-2014","tt2582802","Whiplash","nm0799777","J.K. Simmons",NA,NA,"040","2014"
"Best Supporting Actor",NA,"Birdman or (The Unexpected Virtue of Ignorance)","Event-40-2014",NA,NA,"nm0001570","Edward Norton",NA,NA,"040","2014"
"Best Supporting Actress","Winner","Ida","Event-40-2014","tt2718492","Ida","nm0474492","Agata Kulesza",NA,NA,"040","2014"
"Best Supporting Actress",NA,"Nightcrawler","Event-40-2014","tt2872718","Nightcrawler","nm0000623","Rene Russo",NA,NA,"040","2014"
"Best Actor","Winner","Steve Jobs","Event-41-2015","tt2080374","Steve Jobs","nm1055413","Michael Fassbender",NA,NA,"041","2015"
"Best Actor",NA,"Son of Saul","Event-41-2015","tt3808342","Son of Saul","nm2764022","Géza Röhrig",NA,NA,"041","2015"
"Best Actress","Winner","45 Years","Event-41-2015","tt3544082","45 Years","nm0001648","Charlotte Rampling",NA,NA,"041","2015"
"Best Actress",NA,"Brooklyn","Event-41-2015","tt2381111","Brooklyn","nm1519680","Saoirse Ronan",NA,NA,"041","2015"
"Best Animation","Winner","Duke Johnson, Charlie Kaufman","Event-41-2015","tt2401878","Anomalisa","nm2122478","Duke Johnson",NA,NA,"041","2015"
"Best Animation","Winner","Duke Johnson, Charlie Kaufman","Event-41-2015","tt2401878","Anomalisa","nm0442109","Charlie Kaufman",NA,NA,"041","2015"
"Best Animation",NA,"Pete Docter, Ronnie Del Carmen","Event-41-2015","tt2096673","Inside Out","nm0230032","Pete Docter",NA,NA,"041","2015"
"Best Animation",NA,"Pete Docter, Ronnie Del Carmen","Event-41-2015","tt2096673","Inside Out","nm0215455","Ronnie Del Carmen",NA,NA,"041","2015"
"Best Cinematography","Winner","John Seale","Event-41-2015","tt1392190","Mad Max: Fury Road","nm0005868","John Seale",NA,NA,"041","2015"
"Best Cinematography",NA,"Edward Lachman","Event-41-2015","tt2402927","Carol","nm0005767","Edward Lachman",NA,NA,"041","2015"
"Best Director","Winner","Mad Max: Fury Road","Event-41-2015","tt1392190","Mad Max: Fury Road","nm0004306","George Miller",NA,NA,"041","2015"
"Best Director",NA,"Carol","Event-41-2015","tt2402927","Carol","nm0001331","Todd Haynes",NA,NA,"041","2015"
"Best Documentary/Non-Fiction Film","Winner","Asif Kapadia","Event-41-2015","tt2870648","Amy","nm0438090","Asif Kapadia",NA,NA,"041","2015"
"Best Documentary/Non-Fiction Film",NA,"Joshua Oppenheimer","Event-41-2015","tt3521134","The Look of Silence","nm1484791","Joshua Oppenheimer",NA,NA,"041","2015"
"Best Editing","Winner","Hank Corwin","Event-41-2015","tt1596363","The Big Short","nm0181650","Hank Corwin",NA,NA,"041","2015"
"Best Editing",NA,"Margaret Sixel","Event-41-2015","tt1392190","Mad Max: Fury Road","nm0803459","Margaret Sixel",NA,NA,"041","2015"
"Best Foreign Film","Winner","László Nemes","Event-41-2015","tt3808342","Son of Saul","nm1841577","László Nemes",NA,NA,"041","2015"
"Best Foreign Film",NA,"Myroslav Slaboshpytskyi","Event-41-2015","tt1745787","The Tribe","nm2990632","Myroslav Slaboshpytskyi",NA,NA,"041","2015"
"Best Music","Winner","Carter Burwell","Event-41-2015","tt2401878","Anomalisa","nm0001980","Carter Burwell",NA,NA,"041","2015"
"Best Music",NA,"Ennio Morricone","Event-41-2015","tt3460252","The Hateful Eight","nm0001553","Ennio Morricone",NA,NA,"041","2015"
"Best Picture","Winner",NA,"Event-41-2015","tt1895587","Spotlight",NA,NA,NA,NA,"041","2015"
"Best Picture",NA,NA,"Event-41-2015","tt1392190","Mad Max: Fury Road",NA,NA,NA,NA,"041","2015"
"Best Production Design","Winner","Colin Gibson","Event-41-2015","tt1392190","Mad Max: Fury Road","nm0316904","Colin Gibson",NA,NA,"041","2015"
"Best Production Design",NA,"Judy Becker","Event-41-2015","tt2402927","Carol","nm0065473","Judy Becker",NA,NA,"041","2015"
"Best Screenplay","Winner","Josh Singer, Tom McCarthy","Event-41-2015","tt1895587","Spotlight","nm1802857","Josh Singer",NA,NA,"041","2015"
"Best Screenplay","Winner","Josh Singer, Tom McCarthy","Event-41-2015","tt1895587","Spotlight","nm0565336","Tom McCarthy",NA,NA,"041","2015"
"Best Screenplay",NA,"Charlie Kaufman","Event-41-2015","tt2401878","Anomalisa","nm0442109","Charlie Kaufman",NA,NA,"041","2015"
"Best Supporting Actor","Winner","99 Homes","Event-41-2015","tt2891174","99 Homes","nm0788335","Michael Shannon",NA,NA,"041","2015"
"Best Supporting Actor",NA,"Bridge of Spies","Event-41-2015","tt3682448","Bridge of Spies","nm0753314","Mark Rylance",NA,NA,"041","2015"
"Best Supporting Actress","Winner","Ex Machina","Event-41-2015","tt0470752","Ex Machina","nm2539953","Alicia Vikander",NA,NA,"041","2015"
"Best Supporting Actress",NA,"Clouds of Sils Maria","Event-41-2015","tt2452254","Clouds of Sils Maria","nm0829576","Kristen Stewart",NA,NA,"041","2015"
"Best Actor","Winner","Paterson","Event-42-2016","tt5247022","Paterson","nm3485845","Adam Driver",NA,NA,"042","2016"
"Best Actor",NA,"Manchester by the Sea","Event-42-2016","tt4034228","Manchester by the Sea","nm0000729","Casey Affleck",NA,NA,"042","2016"
"Best Actress","Winner","Elle, Things to Come","Event-42-2016","tt3716530","Elle","nm0001376","Isabelle Huppert",NA,NA,"042","2016"
"Best Actress","Winner","Elle, Things to Come","Event-42-2016","tt4120176","Things to Come","nm0001376","Isabelle Huppert",NA,NA,"042","2016"
"Best Actress",NA,"Christine","Event-42-2016","tt4666726","Christine","nm0356017","Rebecca Hall",NA,NA,"042","2016"
"Best Animation","Winner","Makoto Shinkai","Event-42-2016","tt5311514","Your Name.","nm1396121","Makoto Shinkai",NA,NA,"042","2016"
"Best Animation",NA,"Michael Dudok de Wit","Event-42-2016","tt3666024","The Red Turtle","nm0240196","Michael Dudok de Wit",NA,NA,"042","2016"
"Best Cinematography","Winner","James Laxton","Event-42-2016","tt4975722","Moonlight","nm0493439","James Laxton",NA,NA,"042","2016"
"Best Cinematography",NA,"Linus Sandgren","Event-42-2016","tt3783958","La La Land","nm0761874","Linus Sandgren",NA,NA,"042","2016"
"Best Director","Winner","Moonlight","Event-42-2016","tt4975722","Moonlight","nm1503575","Barry Jenkins",NA,NA,"042","2016"
"Best Director",NA,"La La Land","Event-42-2016","tt3783958","La La Land","nm3227090","Damien Chazelle",NA,NA,"042","2016"
"Best Documentary/Non-Fiction Film","Winner",NA,"Event-42-2016","tt5804038","I Am Not Your Negro",NA,NA,NA,NA,"042","2016"
"Best Documentary/Non-Fiction Film",NA,NA,"Event-42-2016","tt5275892","O.J.: Made in America",NA,NA,NA,NA,"042","2016"
"Best Editing","Winner","Bret Granato, Maya Mumma, Ben Sozanski","Event-42-2016","tt5275892","O.J.: Made in America","nm0334695","Bret Granato",NA,NA,"042","2016"
"Best Editing","Winner","Bret Granato, Maya Mumma, Ben Sozanski","Event-42-2016","tt5275892","O.J.: Made in America","nm2690577","Maya Mumma",NA,NA,"042","2016"
"Best Editing","Winner","Bret Granato, Maya Mumma, Ben Sozanski","Event-42-2016","tt5275892","O.J.: Made in America","nm2312930","Ben Sozanski",NA,NA,"042","2016"
"Best Editing",NA,"Tom Cross","Event-42-2016","tt3783958","La La Land","nm0189285","Tom Cross",NA,NA,"042","2016"
"Best Foreign Film","Winner",NA,"Event-42-2016","tt4016934","The Handmaiden",NA,NA,NA,NA,"042","2016"
"Best Foreign Film",NA,NA,"Event-42-2016","tt4048272","Toni Erdmann",NA,NA,NA,NA,"042","2016"
"Best Music","Winner","Justin Hurwitz, Benj Pasek, Justin Paul","Event-42-2016","tt3783958","La La Land","nm3225654","Justin Hurwitz",NA,NA,"042","2016"
"Best Music","Winner","Justin Hurwitz, Benj Pasek, Justin Paul","Event-42-2016","tt3783958","La La Land","nm2537947","Benj Pasek",NA,NA,"042","2016"
"Best Music","Winner","Justin Hurwitz, Benj Pasek, Justin Paul","Event-42-2016","tt3783958","La La Land","nm2524192","Justin Paul",NA,NA,"042","2016"
"Best Music",NA,"Mica Levi","Event-42-2016","tt1619029","Jackie","nm5908010","Mica Levi",NA,NA,"042","2016"
"Best Picture","Winner",NA,"Event-42-2016","tt4975722","Moonlight",NA,NA,NA,NA,"042","2016"
"Best Picture",NA,NA,"Event-42-2016","tt3783958","La La Land",NA,NA,NA,NA,"042","2016"
"Best Production Design","Winner","Ryu Seong-hie","Event-42-2016","tt4016934","The Handmaiden","nm1091794","Ryu Seong-hie",NA,NA,"042","2016"
"Best Production Design",NA,"David Wasco","Event-42-2016","tt3783958","La La Land","nm0913300","David Wasco",NA,NA,"042","2016"
"Best Screenplay","Winner","Yorgos Lanthimos, Efthimis Filippou","Event-42-2016","tt3464902","The Lobster","nm0487166","Yorgos Lanthimos",NA,NA,"042","2016"
"Best Screenplay","Winner","Yorgos Lanthimos, Efthimis Filippou","Event-42-2016","tt3464902","The Lobster","nm3328207","Efthimis Filippou",NA,NA,"042","2016"
"Best Screenplay",NA,"Kenneth Lonergan","Event-42-2016","tt4034228","Manchester by the Sea","nm0518836","Kenneth Lonergan",NA,NA,"042","2016"
"Best Supporting Actor","Winner","Moonlight","Event-42-2016","tt4975722","Moonlight","nm0991810","Mahershala Ali",NA,NA,"042","2016"
"Best Supporting Actor",NA,"Silence","Event-42-2016","tt0490215","Silence","nm0644521","Issei Ogata",NA,NA,"042","2016"
"Best Supporting Actress","Winner","Certain Women","Event-42-2016","tt4468634","Certain Women","nm4291409","Lily Gladstone",NA,NA,"042","2016"
"Best Supporting Actress",NA,"Manchester by the Sea","Event-42-2016","tt4034228","Manchester by the Sea","nm0931329","Michelle Williams",NA,NA,"042","2016"
"Best Actor","Winner","Call Me by Your Name","Event-43-2017","tt5726616","Call Me by Your Name","nm3154303","Timothée Chalamet",NA,NA,"043","2017"
"Best Actor",NA,"The Disaster Artist","Event-43-2017","tt3521126","The Disaster Artist","nm0290556","James Franco",NA,NA,"043","2017"
"Best Actress","Winner","The Shape of Water","Event-43-2017","tt5580390","The Shape of Water","nm1020089","Sally Hawkins",NA,NA,"043","2017"
"Best Actress",NA,"Three Billboards Outside Ebbing, Missouri","Event-43-2017","tt5027774","Three Billboards Outside Ebbing, Missouri","nm0000531","Frances McDormand",NA,NA,"043","2017"
"Best Animation","Winner",NA,"Event-43-2017","tt3901826","The Breadwinner",NA,NA,NA,NA,"043","2017"
"Best Animation",NA,NA,"Event-43-2017","tt2380307","Coco",NA,NA,NA,NA,"043","2017"
"Best Cinematography","Winner","Dan Laustsen","Event-43-2017","tt5580390","The Shape of Water","nm0491565","Dan Laustsen",NA,NA,"043","2017"
"Best Cinematography",NA,"Roger Deakins","Event-43-2017","tt1856101","Blade Runner 2049","nm0005683","Roger Deakins",NA,NA,"043","2017"
"Best Director","Winner","The Shape of Water","Event-43-2017","tt5580390","The Shape of Water","nm0868219","Guillermo del Toro",NA,NA,"043","2017"
"Best Director","Winner","Call Me by Your Name","Event-43-2017","tt5726616","Call Me by Your Name","nm0345174","Luca Guadagnino",NA,NA,"043","2017"
"Best Documentary/Non-Fiction Film","Winner",NA,"Event-43-2017","tt5598102","Faces Places",NA,NA,NA,NA,"043","2017"
"Best Documentary/Non-Fiction Film",NA,NA,"Event-43-2017","tt7207238","Jane",NA,NA,NA,NA,"043","2017"
