"AwardCategory","AwardWinner","SecondaryName.list","AwardCeremony","FilmID","FilmName","PersonID","PersonName","CompanyID","CompanyName"
"Best Actor","Winner","Alfie","Event-1-1967","tt0060086","Alfie","nm0000323","Michael Caine",NA,NA
"Best Actor",NA,"Hawaii","Event-1-1967","tt0060491","Hawaii","nm0001884","Max von Sydow",NA,NA
"Best Actor",NA,"Who's Afraid of Virginia Woolf?","Event-1-1967","tt0061184","Who's Afraid of Virginia Woolf?","nm0000009","Richard Burton",NA,NA
"Best Actor",NA,"Othello","Event-1-1967","tt0059555","Othello","nm0000059","Laurence Olivier",NA,NA
"Best Actor",NA,"A Man for All Seasons","Event-1-1967","tt0060665","A Man for All Seasons","nm0006890","Paul Scofield",NA,NA
"Best Actress","Winner","La vieille dame indigne","Event-1-1967","tt0059875","La vieille dame indigne","nm0843294","Sylvie",NA,NA
"Best Actress",NA,"Morgan!","Event-1-1967","tt0060714","Morgan!","nm0000603","Vanessa Redgrave",NA,NA
"Best Actress",NA,"A Man and a Woman","Event-1-1967","tt0061138","A Man and a Woman","nm0000733","Anouk Aimée",NA,NA
"Best Director","Winner","Blow-Up","Event-1-1967","tt0060176","Blow-Up","nm0000774","Michelangelo Antonioni",NA,NA
"Best Film","Winner",NA,"Event-1-1967","tt0060176","Blow-Up",NA,NA,NA,NA
"Best Film",NA,NA,"Event-1-1967","tt0060665","A Man for All Seasons",NA,NA,NA,NA
"Best Film",NA,NA,"Event-1-1967","tt0061184","Who's Afraid of Virginia Woolf?",NA,NA,NA,NA
"Best Actor","Winner","Chinatown, The Last Detail","Event-10-1975","tt0071315","Chinatown","nm0000197","Jack Nicholson",NA,NA
"Best Actor","Winner","Chinatown, The Last Detail","Event-10-1975","tt0070290","The Last Detail","nm0000197","Jack Nicholson",NA,NA
"Best Actress","Winner","Scenes from a Marriage","Event-10-1975","tt6725014","Scenes from a Marriage","nm0880521","Liv Ullmann",NA,NA
"Best Cinematography","Winner","Gordon Willis","Event-10-1975","tt0071562","The Godfather Part II","nm0932336","Gordon Willis",NA,NA
"Best Director","Winner","The Conversation, The Godfather Part II","Event-10-1975","tt0071360","The Conversation","nm0000338","Francis Ford Coppola",NA,NA
"Best Director","Winner","The Conversation, The Godfather Part II","Event-10-1975","tt0071562","The Godfather Part II","nm0000338","Francis Ford Coppola",NA,NA
"Best Film","Winner",NA,"Event-10-1975","tt6725014","Scenes from a Marriage",NA,NA,NA,NA
"Best Screenplay","Winner","Ingmar Bergman","Event-10-1975","tt6725014","Scenes from a Marriage","nm0000005","Ingmar Bergman",NA,NA
"Best Supporting Actor","Winner","Lacombe, Lucien","Event-10-1975","tt0071733","Lacombe, Lucien","nm0530571","Holger Löwenadler",NA,NA
"Best Supporting Actress","Winner","Scenes from a Marriage","Event-10-1975","tt6725014","Scenes from a Marriage","nm0000761","Bibi Andersson",NA,NA
"Best Actor","Winner","The Late Show","Event-11-1977","tt0076301","The Late Show","nm0138770","Art Carney",NA,NA
"Best Actor",NA,"Providence","Event-11-1977","tt0076574","Providence","nm0000024","John Gielgud",NA,NA
"Best Actor",NA,"That Obscure Object of Desire","Event-11-1977","tt0075824","That Obscure Object of Desire","nm0721073","Fernando Rey",NA,NA
"Best Actor",NA,"Saturday Night Fever","Event-11-1977","tt0076666","Saturday Night Fever","nm0000237","John Travolta",NA,NA
"Best Actress","Winner","Annie Hall","Event-11-1977","tt0075686","Annie Hall","nm0000473","Diane Keaton",NA,NA
"Best Actress",NA,"3 Women","Event-11-1977","tt0075612","3 Women","nm0001167","Shelley Duvall",NA,NA
"Best Actress",NA,"Julia","Event-11-1977","tt0076245","Julia","nm0000404","Jane Fonda",NA,NA
"Best Cinematography","Winner","Thomas Mauch","Event-11-1977","tt0068182","Aguirre, the Wrath of God","nm0560761","Thomas Mauch",NA,NA
"Best Cinematography",NA,"Vittorio Storaro","Event-11-1977","tt0074084","1900","nm0005886","Vittorio Storaro",NA,NA
"Best Cinematography",NA,"Robby Müller","Event-11-1977","tt0075675","The American Friend","nm0005810","Robby Müller",NA,NA
"Best Director","Winner","That Obscure Object of Desire","Event-11-1977","tt0075824","That Obscure Object of Desire","nm0000320","Luis Buñuel",NA,NA
"Best Director",NA,"Close Encounters of the Third Kind","Event-11-1977","tt0075860","Close Encounters of the Third Kind","nm0000229","Steven Spielberg",NA,NA
"Best Director",NA,"Annie Hall","Event-11-1977","tt0075686","Annie Hall","nm0000095","Woody Allen",NA,NA
"Best Film","Winner",NA,"Event-11-1977","tt0075686","Annie Hall",NA,NA,NA,NA
"Best Film",NA,NA,"Event-11-1977","tt0075824","That Obscure Object of Desire",NA,NA,NA,NA
"Best Film",NA,NA,"Event-11-1977","tt0075860","Close Encounters of the Third Kind",NA,NA,NA,NA
"Best Screenplay","Winner","Woody Allen, Marshall Brickman","Event-11-1977","tt0075686","Annie Hall","nm0000095","Woody Allen",NA,NA
"Best Screenplay","Winner","Woody Allen, Marshall Brickman","Event-11-1977","tt0075686","Annie Hall","nm0108613","Marshall Brickman",NA,NA
"Best Supporting Actor","Winner","A Bridge Too Far","Event-11-1977","tt0075784","A Bridge Too Far","nm0002081","Edward Fox",NA,NA
"Best Supporting Actor",NA,"The Late Show","Event-11-1977","tt0076301","The Late Show","nm0534409","Bill Macy",NA,NA
"Best Supporting Actor",NA,"Islands in the Stream","Event-11-1977","tt0076211","Islands in the Stream","nm0376101","David Hemmings",NA,NA
"Best Supporting Actor",NA,"Julia","Event-11-1977","tt0076245","Julia","nm0001703","Maximilian Schell",NA,NA
"Best Supporting Actress","Winner","Citizens Band","Event-11-1977","tt0076123","Citizens Band","nm0917190","Ann Wedgeworth",NA,NA
"Best Supporting Actress",NA,"Citizens Band","Event-11-1977","tt0076123","Citizens Band","nm0734454","Marcia Rodd",NA,NA
"Best Supporting Actress",NA,"3 Women","Event-11-1977","tt0075612","3 Women","nm0000651","Sissy Spacek",NA,NA
"Best Actor","Winner","Taxi Driver","Event-12-1977","tt0075314","Taxi Driver","nm0000134","Robert De Niro",NA,NA
"Best Actor",NA,"The Last Woman","Event-12-1977","tt0075364","The Last Woman","nm0000367","Gérard Depardieu",NA,NA
"Best Actor",NA,"Network","Event-12-1977","tt0074958","Network","nm0000034","William Holden",NA,NA
"Best Actress","Winner","Carrie","Event-12-1977","tt0074285","Carrie","nm0000651","Sissy Spacek",NA,NA
"Best Actress",NA,"Network","Event-12-1977","tt0074958","Network","nm0001159","Faye Dunaway",NA,NA
"Best Actress",NA,"Face to Face","Event-12-1977","tt0074147","Face to Face","nm0880521","Liv Ullmann",NA,NA
"Best Cinematography","Winner","Haskell Wexler","Event-12-1977","tt0074235","Bound for Glory","nm0005549","Haskell Wexler",NA,NA
"Best Cinematography",NA,"Néstor Almendros","Event-12-1977","tt0074870","The Marquise of O","nm0000743","Néstor Almendros",NA,NA
"Best Cinematography",NA,"Michael Chapman","Event-12-1977","tt0075314","Taxi Driver","nm0152469","Michael Chapman",NA,NA
"Best Director","Winner","Taxi Driver","Event-12-1977","tt0075314","Taxi Driver","nm0000217","Martin Scorsese",NA,NA
"Best Director",NA,"All the President's Men","Event-12-1977","tt0074119","All the President's Men","nm0001587","Alan J. Pakula",NA,NA
"Best Director",NA,"The Marquise of O","Event-12-1977","tt0074870","The Marquise of O","nm0006445","Éric Rohmer",NA,NA
"Best Film","Winner",NA,"Event-12-1977","tt0074119","All the President's Men",NA,NA,NA,NA
"Best Film",NA,NA,"Event-12-1977","tt0075314","Taxi Driver",NA,NA,NA,NA
"Best Film",NA,NA,"Event-12-1977","tt0074891","The Memory of Justice",NA,NA,NA,NA
"Best Screenplay","Winner","Alain Tanner, John Berger","Event-12-1977","tt0074718","Jonah Who Will Be 25 in the Year 2000","nm0849609","Alain Tanner",NA,NA
"Best Screenplay","Winner","Alain Tanner, John Berger","Event-12-1977","tt0074718","Jonah Who Will Be 25 in the Year 2000","nm0074237","John Berger",NA,NA
"Best Screenplay",NA,"Paddy Chayefsky","Event-12-1977","tt0074958","Network","nm0154665","Paddy Chayefsky",NA,NA
"Best Screenplay",NA,"Paul Mazursky","Event-12-1977","tt0074963","Next Stop, Greenwich Village","nm0005196","Paul Mazursky",NA,NA
"Best Screenplay",NA,"Harold Pinter","Event-12-1977","tt0074777","The Last Tycoon","nm0056217","Harold Pinter",NA,NA
"Best Supporting Actor","Winner","All the President's Men","Event-12-1977","tt0074119","All the President's Men","nm0001673","Jason Robards",NA,NA
"Best Supporting Actor",NA,"Taxi Driver","Event-12-1977","tt0075314","Taxi Driver","nm0000172","Harvey Keitel",NA,NA
"Best Supporting Actor",NA,"Network, The Seven-Per-Cent Solution","Event-12-1977","tt0074958","Network","nm0000380","Robert Duvall",NA,NA
"Best Supporting Actor",NA,"Network, The Seven-Per-Cent Solution","Event-12-1977","tt0075194","The Seven-Per-Cent Solution","nm0000380","Robert Duvall",NA,NA
"Best Supporting Actress","Winner","Taxi Driver","Event-12-1977","tt0075314","Taxi Driver","nm0000149","Jodie Foster",NA,NA
"Best Supporting Actress",NA,"Rocky","Event-12-1977","tt0075148","Rocky","nm0001735","Talia Shire",NA,NA
"Best Supporting Actress",NA,"Cousin cousine","Event-12-1977","tt0072826","Cousin cousine","nm0685494","Marie-France Pisier",NA,NA
"Best Actor","Winner","The Buddy Holly Story","Event-13-1979","tt0077280","The Buddy Holly Story","nm0000997","Gary Busey",NA,NA
"Best Actor",NA,"Coming Home","Event-13-1979","tt0077362","Coming Home","nm0000685","Jon Voight",NA,NA
"Best Actor",NA,"Who'll Stop the Rain","Event-13-1979","tt0078490","Who'll Stop the Rain","nm0000560","Nick Nolte",NA,NA
"Best Actor",NA,"California Suite","Event-13-1979","tt0077289","California Suite","nm0000323","Michael Caine",NA,NA
"Best Actor",NA,"The Deer Hunter","Event-13-1979","tt0077416","The Deer Hunter","nm0000134","Robert De Niro",NA,NA
"Best Actress","Winner","Autumn Sonata","Event-13-1979","tt0077711","Autumn Sonata","nm0000006","Ingrid Bergman",NA,NA
"Best Actress",NA,"Coming Home, Comes a Horseman, California Suite","Event-13-1979","tt0077362","Coming Home","nm0000404","Jane Fonda",NA,NA
"Best Actress",NA,"Coming Home, Comes a Horseman, California Suite","Event-13-1979","tt0077360","Comes a Horseman","nm0000404","Jane Fonda",NA,NA
"Best Actress",NA,"Coming Home, Comes a Horseman, California Suite","Event-13-1979","tt0077289","California Suite","nm0000404","Jane Fonda",NA,NA
"Best Actress",NA,"An Unmarried Woman","Event-13-1979","tt0078444","An Unmarried Woman","nm0001049","Jill Clayburgh",NA,NA
"Best Actress",NA,"California Suite","Event-13-1979","tt0077289","California Suite","nm0001749","Maggie Smith",NA,NA
"Best Cinematography","Winner","Néstor Almendros","Event-13-1979","tt0077405","Days of Heaven","nm0000743","Néstor Almendros",NA,NA
"Best Director","Winner","Days of Heaven","Event-13-1979","tt0077405","Days of Heaven","nm0000517","Terrence Malick",NA,NA
"Best Director",NA,"Get Out Your Handkerchiefs","Event-13-1979","tt0078122","Get Out Your Handkerchiefs","nm0088397","Bertrand Blier",NA,NA
"Best Director",NA,"The Deer Hunter","Event-13-1979","tt0077416","The Deer Hunter","nm0001047","Michael Cimino",NA,NA
"Best Film","Winner",NA,"Event-13-1979","tt0078122","Get Out Your Handkerchiefs",NA,NA,NA,NA
"Best Film",NA,NA,"Event-13-1979","tt0078444","An Unmarried Woman",NA,NA,NA,NA
"Best Film",NA,NA,"Event-13-1979","tt0077416","The Deer Hunter",NA,NA,NA,NA
"Best Film",NA,NA,"Event-13-1979","tt0077405","Days of Heaven",NA,NA,NA,NA
"Best Screenplay","Winner","Paul Mazursky","Event-13-1979","tt0078444","An Unmarried Woman","nm0005196","Paul Mazursky",NA,NA
"Best Screenplay",NA,"Bertrand Blier","Event-13-1979","tt0078122","Get Out Your Handkerchiefs","nm0088397","Bertrand Blier",NA,NA
"Best Screenplay",NA,"Larry Gelbart, Sheldon Keller","Event-13-1979","tt0077952","Movie Movie","nm0312205","Larry Gelbart",NA,NA
"Best Screenplay",NA,"Larry Gelbart, Sheldon Keller","Event-13-1979","tt0077952","Movie Movie","nm0445766","Sheldon Keller",NA,NA
"Best Screenplay",NA,"Woody Allen","Event-13-1979","tt0077742","Interiors","nm0000095","Woody Allen",NA,NA
"Best Screenplay",NA,"W.D. Richter","Event-13-1979","tt0077745","Invasion of the Body Snatchers","nm0725379","W.D. Richter",NA,NA
"Best Supporting Actor","Winner","Comes a Horseman","Event-13-1979","tt0077360","Comes a Horseman","nm0002070","Richard Farnsworth",NA,NA
"Best Supporting Actor","Winner","Who Is Killing the Great Chefs of Europe?","Event-13-1979","tt0078488","Who Is Killing the Great Chefs of Europe?","nm0605923","Robert Morley",NA,NA
"Best Supporting Actor",NA,"The Deer Hunter","Event-13-1979","tt0077416","The Deer Hunter","nm0000686","Christopher Walken",NA,NA
"Best Supporting Actor",NA,"Movie Movie","Event-13-1979","tt0077952","Movie Movie","nm0000960","Barry Bostwick",NA,NA
"Best Supporting Actress","Winner","The Deer Hunter","Event-13-1979","tt0077416","The Deer Hunter","nm0000658","Meryl Streep",NA,NA
"Best Supporting Actress",NA,"Interiors","Event-13-1979","tt0077742","Interiors","nm0822972","Maureen Stapleton",NA,NA
"Best Supporting Actress",NA,"California Suite","Event-13-1979","tt0077289","California Suite","nm0001749","Maggie Smith",NA,NA
"Best Actor","Winner","Kramer vs. Kramer, Agatha","Event-14-1980","tt0079417","Kramer vs. Kramer","nm0000163","Dustin Hoffman",NA,NA
"Best Actor","Winner","Kramer vs. Kramer, Agatha","Event-14-1980","tt0078736","Agatha","nm0000163","Dustin Hoffman",NA,NA
"Best Actor",NA,"Being There","Event-14-1980","tt0078841","Being There","nm0000634","Peter Sellers",NA,NA
"Best Actor",NA,"North Dallas Forty","Event-14-1980","tt0079640","North Dallas Forty","nm0000560","Nick Nolte",NA,NA
"Best Actor",NA,"The China Syndrome","Event-14-1980","tt0078966","The China Syndrome","nm0000493","Jack Lemmon",NA,NA
"Best Actor",NA,"Nosferatu the Vampyre, Woyzeck","Event-14-1980","tt0079641","Nosferatu the Vampyre","nm0001428","Klaus Kinski",NA,NA
"Best Actor",NA,"Nosferatu the Vampyre, Woyzeck","Event-14-1980","tt0080149","Woyzeck","nm0001428","Klaus Kinski",NA,NA
"Best Actor",NA,"Richard Pryor: Live in Concert","Event-14-1980","tt0079807","Richard Pryor: Live in Concert","nm0001640","Richard Pryor",NA,NA
"Best Actor",NA,"All That Jazz","Event-14-1980","tt0078754","All That Jazz","nm0001702","Roy Scheider",NA,NA
"Best Actress","Winner","Norma Rae","Event-14-1980","tt0079638","Norma Rae","nm0000398","Sally Field",NA,NA
"Best Actress",NA,"The Marriage of Maria Braun","Event-14-1980","tt0079095","The Marriage of Maria Braun","nm0778016","Hanna Schygulla",NA,NA
"Best Actress",NA,"The Rose","Event-14-1980","tt0079826","The Rose","nm0000541","Bette Midler",NA,NA
"Best Actress",NA,"Manhattan","Event-14-1980","tt0079522","Manhattan","nm0000473","Diane Keaton",NA,NA
"Best Cinematography","Winner","Caleb Deschanel","Event-14-1980","tt0078841","Being There","nm0221042","Caleb Deschanel",NA,NA
"Best Cinematography",NA,"Vittorio Storaro","Event-14-1980","tt0078788","Apocalypse Now","nm0005886","Vittorio Storaro",NA,NA
"Best Cinematography",NA,"Néstor Almendros","Event-14-1980","tt0079417","Kramer vs. Kramer","nm0000743","Néstor Almendros",NA,NA
"Best Cinematography",NA,"Gordon Willis","Event-14-1980","tt0079522","Manhattan","nm0932336","Gordon Willis",NA,NA
"Best Director","Winner","Kramer vs. Kramer","Event-14-1980","tt0079417","Kramer vs. Kramer","nm0000914","Robert Benton",NA,NA
"Best Director","Winner","Manhattan","Event-14-1980","tt0079522","Manhattan","nm0000095","Woody Allen",NA,NA
"Best Director",NA,"Breaking Away","Event-14-1980","tt0078902","Breaking Away","nm0946811","Peter Yates",NA,NA
"Best Director",NA,"10","Event-14-1980","tt0078721","10","nm0001175","Blake Edwards",NA,NA
"Best Film","Winner",NA,"Event-14-1980","tt0078902","Breaking Away",NA,NA,NA,NA
"Best Film",NA,NA,"Event-14-1980","tt0079417","Kramer vs. Kramer",NA,NA,NA,NA
"Best Film",NA,NA,"Event-14-1980","tt0079522","Manhattan",NA,NA,NA,NA
"Best Film",NA,NA,"Event-14-1980","tt0078721","10",NA,NA,NA,NA
"Best Screenplay","Winner","Steve Tesich","Event-14-1980","tt0078902","Breaking Away","nm0856270","Steve Tesich",NA,NA
"Best Screenplay",NA,"Marshall Brickman, Woody Allen","Event-14-1980","tt0079522","Manhattan","nm0108613","Marshall Brickman",NA,NA
"Best Screenplay",NA,"Marshall Brickman, Woody Allen","Event-14-1980","tt0079522","Manhattan","nm0000095","Woody Allen",NA,NA
"Best Screenplay",NA,"Robert Benton","Event-14-1980","tt0079417","Kramer vs. Kramer","nm0000914","Robert Benton",NA,NA
"Best Screenplay",NA,"Blake Edwards","Event-14-1980","tt0078721","10","nm0001175","Blake Edwards",NA,NA
"Best Screenplay",NA,"Jerzy Kosinski, Robert C. Jones","Event-14-1980","tt0078841","Being There","nm0467085","Jerzy Kosinski",NA,NA
"Best Screenplay",NA,"Jerzy Kosinski, Robert C. Jones","Event-14-1980","tt0078841","Being There","nm0002717","Robert C. Jones",NA,NA
"Best Supporting Actor","Winner","Apocalypse Now, The Rose","Event-14-1980","tt0078788","Apocalypse Now","nm0002078","Frederic Forrest",NA,NA
"Best Supporting Actor","Winner","Apocalypse Now, The Rose","Event-14-1980","tt0079826","The Rose","nm0002078","Frederic Forrest",NA,NA
"Best Supporting Actor",NA,"Being There, The Seduction of Joe Tynan","Event-14-1980","tt0078841","Being There","nm0002048","Melvyn Douglas",NA,NA
"Best Supporting Actor",NA,"Being There, The Seduction of Joe Tynan","Event-14-1980","tt0079875","The Seduction of Joe Tynan","nm0002048","Melvyn Douglas",NA,NA
"Best Supporting Actor",NA,"Breaking Away","Event-14-1980","tt0078902","Breaking Away","nm0233209","Paul Dooley",NA,NA
"Best Supporting Actor",NA,"Murder by Decree","Event-14-1980","tt0079592","Murder by Decree","nm0000051","James Mason",NA,NA
"Best Supporting Actor",NA,"The Onion Field","Event-14-1980","tt0079668","The Onion Field","nm0000249","James Woods",NA,NA
"Best Supporting Actress","Winner","Kramer vs. Kramer, Manhattan, The Seduction of Joe Tynan","Event-14-1980","tt0079417","Kramer vs. Kramer","nm0000658","Meryl Streep",NA,NA
"Best Supporting Actress","Winner","Kramer vs. Kramer, Manhattan, The Seduction of Joe Tynan","Event-14-1980","tt0079522","Manhattan","nm0000658","Meryl Streep",NA,NA
"Best Supporting Actress","Winner","Kramer vs. Kramer, Manhattan, The Seduction of Joe Tynan","Event-14-1980","tt0079875","The Seduction of Joe Tynan","nm0000658","Meryl Streep",NA,NA
"Best Supporting Actress",NA,"The Seduction of Joe Tynan","Event-14-1980","tt0079875","The Seduction of Joe Tynan","nm0364455","Barbara Harris",NA,NA
"Best Supporting Actress",NA,"Breaking Away","Event-14-1980","tt0078902","Breaking Away","nm0057363","Barbara Barrie",NA,NA
"Best Supporting Actress",NA,"Kramer vs. Kramer","Event-14-1980","tt0079417","Kramer vs. Kramer","nm0000737","Jane Alexander",NA,NA
"Best Actor","Winner","The Stunt Man","Event-15-1981","tt0081568","The Stunt Man","nm0000564","Peter O'Toole",NA,NA
"Best Actor",NA,"Raging Bull","Event-15-1981","tt0081398","Raging Bull","nm0000134","Robert De Niro",NA,NA
"Best Actor",NA,"The Great Santini","Event-15-1981","tt0079239","The Great Santini","nm0000380","Robert Duvall",NA,NA
"Best Actress","Winner","Coal Miner's Daughter","Event-15-1981","tt0080549","Coal Miner's Daughter","nm0000651","Sissy Spacek",NA,NA
"Best Actress",NA,"Ordinary People","Event-15-1981","tt0081283","Ordinary People","nm0001546","Mary Tyler Moore",NA,NA
"Best Actress",NA,"Private Benjamin","Event-15-1981","tt0081375","Private Benjamin","nm0000443","Goldie Hawn",NA,NA
"Best Cinematography","Winner","Michael Chapman","Event-15-1981","tt0081398","Raging Bull","nm0152469","Michael Chapman",NA,NA
"Best Cinematography",NA,"Freddie Francis","Event-15-1981","tt0080678","The Elephant Man","nm0005711","Freddie Francis",NA,NA
"Best Cinematography",NA,"Ghislain Cloquet, Geoffrey Unsworth","Event-15-1981","tt0080009","Tess","nm0005669","Ghislain Cloquet",NA,NA
"Best Cinematography",NA,"Ghislain Cloquet, Geoffrey Unsworth","Event-15-1981","tt0080009","Tess","nm0005910","Geoffrey Unsworth",NA,NA
"Best Director","Winner","Raging Bull","Event-15-1981","tt0081398","Raging Bull","nm0000217","Martin Scorsese",NA,NA
"Best Director",NA,"Melvin and Howard","Event-15-1981","tt0081150","Melvin and Howard","nm0001129","Jonathan Demme",NA,NA
"Best Director",NA,"Every Man for Himself","Event-15-1981","tt0079854","Every Man for Himself","nm0000419","Jean-Luc Godard",NA,NA
"Best Film","Winner",NA,"Event-15-1981","tt0081150","Melvin and Howard",NA,NA,NA,NA
"Best Film",NA,NA,"Event-15-1981","tt0079854","Every Man for Himself",NA,NA,NA,NA
"Best Film",NA,NA,"Event-15-1981","tt0081398","Raging Bull",NA,NA,NA,NA
"Best Screenplay","Winner","Bo Goldman","Event-15-1981","tt0081150","Melvin and Howard","nm0325743","Bo Goldman",NA,NA
"Best Screenplay",NA,"John Sayles","Event-15-1981","tt0081420","Return of the Secaucus Seven","nm0000626","John Sayles",NA,NA
"Best Screenplay",NA,"Jean Gruault","Event-15-1981","tt0081176","My American Uncle","nm0344171","Jean Gruault",NA,NA
"Best Supporting Actor","Winner","Raging Bull","Event-15-1981","tt0081398","Raging Bull","nm0000582","Joe Pesci",NA,NA
"Best Supporting Actor",NA,"Ordinary People","Event-15-1981","tt0081283","Ordinary People","nm0000459","Timothy Hutton",NA,NA
"Best Supporting Actor",NA,"Melvin and Howard","Event-15-1981","tt0081150","Melvin and Howard","nm0001673","Jason Robards",NA,NA
"Best Supporting Actress","Winner","Melvin and Howard","Event-15-1981","tt0081150","Melvin and Howard","nm0005460","Mary Steenburgen",NA,NA
"Best Supporting Actress",NA,"Urban Cowboy","Event-15-1981","tt0081696","Urban Cowboy","nm0000700","Debra Winger",NA,NA
"Best Supporting Actress",NA,"Raging Bull","Event-15-1981","tt0081398","Raging Bull","nm0001550","Cathy Moriarty",NA,NA
"Best Actor","Winner","Atlantic City","Event-16-1982","tt0080388","Atlantic City","nm0000044","Burt Lancaster",NA,NA
"Best Actor",NA,"All Night Long","Event-16-1982","tt0082001","All Night Long","nm0000432","Gene Hackman",NA,NA
"Best Actor",NA,"On Golden Pond","Event-16-1982","tt0082846","On Golden Pond","nm0000020","Henry Fonda",NA,NA
"Best Actress","Winner","Pixote","Event-16-1982","tt0082912","Pixote","nm0702479","Marília Pêra",NA,NA
"Best Actress",NA,"Mommie Dearest","Event-16-1982","tt0082766","Mommie Dearest","nm0001159","Faye Dunaway",NA,NA
"Best Actress",NA,"Reds","Event-16-1982","tt0082979","Reds","nm0000473","Diane Keaton",NA,NA
"Best Cinematography","Winner","Gordon Willis","Event-16-1982","tt0082894","Pennies from Heaven","nm0932336","Gordon Willis",NA,NA
"Best Cinematography",NA,"Vilmos Zsigmond","Event-16-1982","tt0082085","Blow Out","nm0005936","Vilmos Zsigmond",NA,NA
"Best Cinematography",NA,"Vittorio Storaro","Event-16-1982","tt0082979","Reds","nm0005886","Vittorio Storaro",NA,NA
"Best Director","Winner","Atlantic City","Event-16-1982","tt0080388","Atlantic City","nm0001501","Louis Malle",NA,NA
"Best Director",NA,"Prince of the City","Event-16-1982","tt0082945","Prince of the City","nm0001486","Sidney Lumet",NA,NA
"Best Director",NA,"Pixote","Event-16-1982","tt0082912","Pixote","nm0002199","Hector Babenco",NA,NA
"Best Film","Winner",NA,"Event-16-1982","tt0080388","Atlantic City",NA,NA,NA,NA
"Best Film",NA,NA,"Event-16-1982","tt0082979","Reds",NA,NA,NA,NA
"Best Film",NA,NA,"Event-16-1982","tt0082945","Prince of the City",NA,NA,NA,NA
"Best Film",NA,NA,"Event-16-1982","tt0082894","Pennies from Heaven",NA,NA,NA,NA
"Best Film",NA,NA,"Event-16-1982","tt0082912","Pixote",NA,NA,NA,NA
"Best Screenplay","Winner","John Guare","Event-16-1982","tt0080388","Atlantic City","nm0345359","John Guare",NA,NA
"Best Screenplay",NA,"Warren Beatty, Trevor Griffiths","Event-16-1982","tt0082979","Reds","nm0000886","Warren Beatty",NA,NA
"Best Screenplay",NA,"Warren Beatty, Trevor Griffiths","Event-16-1982","tt0082979","Reds","nm0341767","Trevor Griffiths",NA,NA
"Best Screenplay",NA,"Dennis Potter","Event-16-1982","tt0082894","Pennies from Heaven","nm0693259","Dennis Potter",NA,NA
"Best Screenplay",NA,"Jay Presson Allen, Sidney Lumet","Event-16-1982","tt0082945","Prince of the City","nm0696319","Jay Presson Allen",NA,NA
"Best Screenplay",NA,"Jay Presson Allen, Sidney Lumet","Event-16-1982","tt0082945","Prince of the City","nm0001486","Sidney Lumet",NA,NA
"Best Supporting Actor","Winner","S.O.B.","Event-16-1982","tt0083015","S.O.B.","nm0696481","Robert Preston",NA,NA
"Best Supporting Actor",NA,"Prince of the City","Event-16-1982","tt0082945","Prince of the City","nm0001583","Jerry Orbach",NA,NA
"Best Supporting Actor",NA,"Reds","Event-16-1982","tt0082979","Reds","nm0000197","Jack Nicholson",NA,NA
"Best Supporting Actress","Winner","Reds","Event-16-1982","tt0082979","Reds","nm0822972","Maureen Stapleton",NA,NA
"Best Supporting Actress",NA,"Stevie","Event-16-1982","tt0078321","Stevie","nm0913332","Mona Washbourne",NA,NA
"Best Supporting Actress",NA,"Cutter's Way","Event-16-1982","tt0082220","Cutter's Way","nm0002059","Lisa Eichhorn",NA,NA
"Best Actor","Winner","Tootsie","Event-17-1983","tt0084805","Tootsie","nm0000163","Dustin Hoffman",NA,NA
"Best Actor",NA,"Gandhi","Event-17-1983","tt0083987","Gandhi","nm0001426","Ben Kingsley",NA,NA
"Best Actor",NA,"My Favorite Year","Event-17-1983","tt0084370","My Favorite Year","nm0000564","Peter O'Toole",NA,NA
"Best Actress","Winner","Sophie's Choice","Event-17-1983","tt0084707","Sophie's Choice","nm0000658","Meryl Streep",NA,NA
"Best Actress",NA,"Frances, Tootsie","Event-17-1983","tt0083967","Frances","nm0001448","Jessica Lange",NA,NA
"Best Actress",NA,"Frances, Tootsie","Event-17-1983","tt0084805","Tootsie","nm0001448","Jessica Lange",NA,NA
"Best Actress",NA,"Shoot the Moon","Event-17-1983","tt0084675","Shoot the Moon","nm0000473","Diane Keaton",NA,NA
"Best Cinematography","Winner","Philippe Rousselot","Event-17-1983","tt0082269","Diva","nm0003542","Philippe Rousselot",NA,NA
"Best Director","Winner","E.T. the Extra-Terrestrial","Event-17-1983","tt0083866","E.T. the Extra-Terrestrial","nm0000229","Steven Spielberg",NA,NA
"Best Director",NA,"Tootsie","Event-17-1983","tt0084805","Tootsie","nm0001628","Sydney Pollack",NA,NA
"Best Director",NA,"Three Brothers","Event-17-1983","tt0083226","Three Brothers","nm0742940","Francesco Rosi",NA,NA
"Best Director",NA,"Diva","Event-17-1983","tt0082269","Diva","nm0000894","Jean-Jacques Beineix",NA,NA
"Best Film","Winner",NA,"Event-17-1983","tt0084805","Tootsie",NA,NA,NA,NA
"Best Film",NA,NA,"Event-17-1983","tt0083866","E.T. the Extra-Terrestrial",NA,NA,NA,NA
"Best Film",NA,NA,"Event-17-1983","tt0084354","Moonlighting",NA,NA,NA,NA
"Best Screenplay","Winner","Murray Schisgal, Larry Gelbart","Event-17-1983","tt0084805","Tootsie","nm0772003","Murray Schisgal",NA,NA
"Best Screenplay","Winner","Murray Schisgal, Larry Gelbart","Event-17-1983","tt0084805","Tootsie","nm0312205","Larry Gelbart",NA,NA
