"item","imdb","genre_id","genre"
"http://www.wikidata.org/entity/Q63934644","tt0018703","http://www.wikidata.org/entity/Q226730","silent film"
"http://www.wikidata.org/entity/Q12521693","tt0344472","http://www.wikidata.org/entity/Q200092","horror film"
"http://www.wikidata.org/entity/Q19743943","tt6481270","http://www.wikidata.org/entity/Q200092","horror film"
"http://www.wikidata.org/entity/Q47084565","tt8417592","http://www.wikidata.org/entity/Q200092","horror film"
"http://www.wikidata.org/entity/Q115300444","tt21618732","http://www.wikidata.org/entity/Q200092","horror film"
"http://www.wikidata.org/entity/Q6124980","tt0295595","http://www.wikidata.org/entity/Q842256","musical film"
"http://www.wikidata.org/entity/Q7907824","tt1612123","http://www.wikidata.org/entity/Q842256","musical film"
"http://www.wikidata.org/entity/Q95612368","tt0245619","http://www.wikidata.org/entity/Q842256","musical film"
"http://www.wikidata.org/entity/Q18226291","tt2738050","http://www.wikidata.org/entity/Q860626","romantic comedy"
"http://www.wikidata.org/entity/Q15913392","tt3421246","http://www.wikidata.org/entity/Q959790","crime film"
"http://www.wikidata.org/entity/Q7907824","tt1612123","http://www.wikidata.org/entity/Q1054574","romance film"
"http://www.wikidata.org/entity/Q19744895","tt0300603","http://www.wikidata.org/entity/Q1054574","romance film"
