"item","imdb","prodid","production"
"http://www.wikidata.org/entity/Q7086768","tt0158044","http://www.wikidata.org/entity/Q5530669","Gemini Studios"
"http://www.wikidata.org/entity/Q24905709","tt0248907","http://www.wikidata.org/entity/Q7929249","Vijaya Vauhini Studios"
"http://www.wikidata.org/entity/Q48671462","tt0155404","http://www.wikidata.org/entity/Q7943939","Vyjayanthi Movies"
"http://www.wikidata.org/entity/Q91649958","tt0128992","http://www.wikidata.org/entity/Q3492475","Sovkino"
"http://www.wikidata.org/entity/Q16855919","tt0023365","http://www.wikidata.org/entity/Q41468","UFA"
"http://www.wikidata.org/entity/Q16312670","tt0247020","http://www.wikidata.org/entity/Q5530669","Gemini Studios"
"http://www.wikidata.org/entity/Q6945252","tt0353769","http://www.wikidata.org/entity/Q24905282","Jubilee Productions"
"http://www.wikidata.org/entity/Q5987788","tt0231778","http://www.wikidata.org/entity/Q5530669","Gemini Studios"
"http://www.wikidata.org/entity/Q85042177","tt11489112","http://www.wikidata.org/entity/Q78343557","Zero One Film"
"http://www.wikidata.org/entity/Q57592644","tt10140922","http://www.wikidata.org/entity/Q141336","Mosfilm"
"http://www.wikidata.org/entity/Q18393311","tt1579682","http://www.wikidata.org/entity/Q4768004","Annapurna Studios"
"http://www.wikidata.org/entity/Q27963070","tt0262704","http://www.wikidata.org/entity/Q7645776","Suresh Productions"
"http://www.wikidata.org/entity/Q21646143","tt0263100","http://www.wikidata.org/entity/Q16242963","Annapurna Pictures"
"http://www.wikidata.org/entity/Q7262445","tt13906718","http://www.wikidata.org/entity/Q5312254","Duet Movies"
"http://www.wikidata.org/entity/Q109973387","tt15568576","http://www.wikidata.org/entity/Q7503531","Shree Venkatesh Films"
"http://www.wikidata.org/entity/Q108559121","tt10913120","http://www.wikidata.org/entity/Q21178934","Surinder Films"
"http://www.wikidata.org/entity/Q122148958","tt22309174","http://www.wikidata.org/entity/Q56063582","Yoodlee films"
"http://www.wikidata.org/entity/Q4060301","tt0092526","http://www.wikidata.org/entity/Q141336","Mosfilm"
"http://www.wikidata.org/entity/Q61884574","tt8427168","http://www.wikidata.org/entity/Q7503531","Shree Venkatesh Films"
"http://www.wikidata.org/entity/Q6373537","tt0187201","http://www.wikidata.org/entity/Q7917399","Vauhini Studios"
"http://www.wikidata.org/entity/Q4316242","tt0135568","http://www.wikidata.org/entity/Q1012251","Gorky Film Studio"
"http://www.wikidata.org/entity/Q4080577","tt0169597","http://www.wikidata.org/entity/Q158478","Lenfilm"
"http://www.wikidata.org/entity/Q18345759","tt0155066","http://www.wikidata.org/entity/Q1982923","New Theatres"
"http://www.wikidata.org/entity/Q21646746","tt0331294","http://www.wikidata.org/entity/Q5530669","Gemini Studios"
"http://www.wikidata.org/entity/Q106173855","tt14260908","http://www.wikidata.org/entity/Q21178934","Surinder Films"
"http://www.wikidata.org/entity/Q18126578","tt0154715","http://www.wikidata.org/entity/Q1982923","New Theatres"
"http://www.wikidata.org/entity/Q55604914","tt0233292","http://www.wikidata.org/entity/Q3523697","AVM Productions"
"http://www.wikidata.org/entity/Q59457414","tt9332680","http://www.wikidata.org/entity/Q6426591","Kokers Films"
"http://www.wikidata.org/entity/Q5070661","tt0259242","http://www.wikidata.org/entity/Q7288829","Ramakrishna Studios"
"http://www.wikidata.org/entity/Q13002940","tt0249871","http://www.wikidata.org/entity/Q7943939","Vyjayanthi Movies"
"http://www.wikidata.org/entity/Q12916379","tt0319358","http://www.wikidata.org/entity/Q7929249","Vijaya Vauhini Studios"
"http://www.wikidata.org/entity/Q107006604","tt14252742","http://www.wikidata.org/entity/Q19899107","UV Creations"
"http://www.wikidata.org/entity/Q12923518","tt14789156","http://www.wikidata.org/entity/Q7285335","Raj Network"
"http://www.wikidata.org/entity/Q19580963","tt14741206","http://www.wikidata.org/entity/Q7943939","Vyjayanthi Movies"
"http://www.wikidata.org/entity/Q119718014","tt27851639","http://www.wikidata.org/entity/Q50335374","Manchester Films"
"http://www.wikidata.org/entity/Q7917617","tt0042016","http://www.wikidata.org/entity/Q3523697","AVM Productions"
"http://www.wikidata.org/entity/Q16249514","tt2649930","http://www.wikidata.org/entity/Q7667850","T-Series"
"http://www.wikidata.org/entity/Q119718014","tt27851639","http://www.wikidata.org/entity/Q1544011","Pathé"
"http://www.wikidata.org/entity/Q65058947","tt10300662","http://www.wikidata.org/entity/Q21178934","Surinder Films"
"http://www.wikidata.org/entity/Q6986436","tt11227418","http://www.wikidata.org/entity/Q6379314","Kavithalayaa Productions"
"http://www.wikidata.org/entity/Q16251437","tt10128026","http://www.wikidata.org/entity/Q17073471","Raj TV"
"http://www.wikidata.org/entity/Q106855868","tt13684082","http://www.wikidata.org/entity/Q19891438","Eskay Movies"
"http://www.wikidata.org/entity/Q64768365","tt9614900","http://www.wikidata.org/entity/Q21178934","Surinder Films"
"http://www.wikidata.org/entity/Q65212832","tt0305474","http://www.wikidata.org/entity/Q141336","Mosfilm"
"http://www.wikidata.org/entity/Q3598992","tt0117956","http://www.wikidata.org/entity/Q3664077","Cecchi Gori Group"
"http://www.wikidata.org/entity/Q106616993","tt11460992","http://www.wikidata.org/entity/Q16824512","Ajay Devgn Films"
"http://www.wikidata.org/entity/Q106616993","tt11460992","http://www.wikidata.org/entity/Q19895072","Panorama Studios"
"http://www.wikidata.org/entity/Q55393463","tt8658520","http://www.wikidata.org/entity/Q21178934","Surinder Films"
"http://www.wikidata.org/entity/Q16561925","tt0203539","http://www.wikidata.org/entity/Q3785038","Walton Studios"
"http://www.wikidata.org/entity/Q7123268","tt0213970","http://www.wikidata.org/entity/Q6820497","Merryland Studio"
"http://www.wikidata.org/entity/Q65113791","tt1396220","http://www.wikidata.org/entity/Q64975161","6291635 Canada Inc."
"http://www.wikidata.org/entity/Q106298596","tt13927994","http://www.wikidata.org/entity/Q85767116","Hombale Films"
"http://www.wikidata.org/entity/Q10501836","tt0085574","http://www.wikidata.org/entity/Q177955","SF Studios"
"http://www.wikidata.org/entity/Q1154209","tt0046970","http://www.wikidata.org/entity/Q186941","Columbia Pictures"
"http://www.wikidata.org/entity/Q106577763","tt11703710","http://www.wikidata.org/entity/Q2939795","Carnival Films"
"http://www.wikidata.org/entity/Q123008243","tt19892778","http://www.wikidata.org/entity/Q3339153","Third World Newsreel"
"http://www.wikidata.org/entity/Q3796580","tt1256596","http://www.wikidata.org/entity/Q4015737","Vivo Film"
"http://www.wikidata.org/entity/Q6070367","tt0856789","http://www.wikidata.org/entity/Q6084163","TMC"
"http://www.wikidata.org/entity/Q20814734","tt0268596","http://www.wikidata.org/entity/Q7399015","Sagar Films"
"http://www.wikidata.org/entity/Q7105140","tt0155932","http://www.wikidata.org/entity/Q7876989","Udaya Pictures"
"http://www.wikidata.org/entity/Q10501836","tt0085574","http://www.wikidata.org/entity/Q19921662","TV1 Fiction"
"http://www.wikidata.org/entity/Q96377612","tt10046694","http://www.wikidata.org/entity/Q28843477","Go Films"
"http://www.wikidata.org/entity/Q49835081","tt0075608","http://www.wikidata.org/entity/Q47155173","Association coopérative de productions audio-visuelles"
"http://www.wikidata.org/entity/Q106807587","tt2610468","http://www.wikidata.org/entity/Q106807663","Reprise Films"
"http://www.wikidata.org/entity/Q3656305","tt0099101","http://www.wikidata.org/entity/Q5289625","Dolphin Films Pvt. Ltd"
"http://www.wikidata.org/entity/Q51756477","tt10499474","http://www.wikidata.org/entity/Q113291749","Corporate world pictures"
"http://www.wikidata.org/entity/Q84994658","tt0095254","http://www.wikidata.org/entity/Q577589","Dovzhenko Film Studios"
"http://www.wikidata.org/entity/Q7606919","tt2967286","http://www.wikidata.org/entity/Q749550","White Fox"
"http://www.wikidata.org/entity/Q1741043","tt0107042","http://www.wikidata.org/entity/Q971446","BBC Film"
"http://www.wikidata.org/entity/Q98245668","tt0215590","http://www.wikidata.org/entity/Q1530721","National Film Board of Canada"
"http://www.wikidata.org/entity/Q109937230","tt0109983","http://www.wikidata.org/entity/Q1530721","National Film Board of Canada"
"http://www.wikidata.org/entity/Q4426790","tt8836652","http://www.wikidata.org/entity/Q775818","Riga Film Studio"
"http://www.wikidata.org/entity/Q19946486","tt0032036","http://www.wikidata.org/entity/Q7107029","Oslo Kino"
"http://www.wikidata.org/entity/Q25205805","tt0076121","http://www.wikidata.org/entity/Q16132630","Geva films"
"http://www.wikidata.org/entity/Q7313943","tt0133290","http://www.wikidata.org/entity/Q25490973","Herzliya Studios"
"http://www.wikidata.org/entity/Q52837086","tt0151763","http://www.wikidata.org/entity/Q25490973","Herzliya Studios"
"http://www.wikidata.org/entity/Q52837302","tt0066782","http://www.wikidata.org/entity/Q25490973","Herzliya Studios"
"http://www.wikidata.org/entity/Q52837401","tt0138077","http://www.wikidata.org/entity/Q25490973","Herzliya Studios"
"http://www.wikidata.org/entity/Q7783672","tt0378661","http://www.wikidata.org/entity/Q3128481","Haut et Court"
"http://www.wikidata.org/entity/Q11974082","tt0150819","http://www.wikidata.org/entity/Q10603029","Norsk Film"
"http://www.wikidata.org/entity/Q21401863","tt0057661","http://www.wikidata.org/entity/Q10603029","Norsk Film"
"http://www.wikidata.org/entity/Q21401863","tt0057661","http://www.wikidata.org/entity/Q21936051","Teamfilm"
"http://www.wikidata.org/entity/Q97732951","tt6866006","http://www.wikidata.org/entity/Q22283906","Cinenord"
"http://www.wikidata.org/entity/Q3202577","tt0070942","http://www.wikidata.org/entity/Q541569","Orange Sky Golden Harvest"
"http://www.wikidata.org/entity/Q1479227","tt1650407","http://www.wikidata.org/entity/Q3657087","Motlys"
"http://www.wikidata.org/entity/Q11973219","tt0033682","http://www.wikidata.org/entity/Q10603029","Norsk Film"
"http://www.wikidata.org/entity/Q111141984","tt13938818","http://www.wikidata.org/entity/Q19725211","Dapur Film"
"http://www.wikidata.org/entity/Q12516501","tt1152790","http://www.wikidata.org/entity/Q19752838","Soraya Intercine Films"
"http://www.wikidata.org/entity/Q111141984","tt13938818","http://www.wikidata.org/entity/Q56085408","MD Pictures"
"http://www.wikidata.org/entity/Q59659800","tt0209447","http://www.wikidata.org/entity/Q1530721","National Film Board of Canada"
"http://www.wikidata.org/entity/Q47002224","tt0107738","http://www.wikidata.org/entity/Q4466160","Turkmenfilm"
"http://www.wikidata.org/entity/Q25466602","tt11644582","http://www.wikidata.org/entity/Q20427837","MNC Pictures"
"http://www.wikidata.org/entity/Q19600208","tt1579708","http://www.wikidata.org/entity/Q24905466","Sridevi Movies"
"http://www.wikidata.org/entity/Q237134","tt0037884","http://www.wikidata.org/entity/Q159846","Paramount Pictures"
"http://www.wikidata.org/entity/Q7554740","tt0152509","http://www.wikidata.org/entity/Q639923","Uzbekfilm"
"http://www.wikidata.org/entity/Q47466537","tt0055043","http://www.wikidata.org/entity/Q1161600","Mafilm"
"http://www.wikidata.org/entity/Q107637917","tt0224163","http://www.wikidata.org/entity/Q1530721","National Film Board of Canada"
"http://www.wikidata.org/entity/Q112624395","tt20454864","http://www.wikidata.org/entity/Q12696352","MD Entertainment"
"http://www.wikidata.org/entity/Q12494282","tt1137973","http://www.wikidata.org/entity/Q14474500","Rapi Films"
"http://www.wikidata.org/entity/Q19730614","tt1170005","http://www.wikidata.org/entity/Q19752838","Soraya Intercine Films"
"http://www.wikidata.org/entity/Q115920068","tt12719878","http://www.wikidata.org/entity/Q56085408","MD Pictures"
"http://www.wikidata.org/entity/Q115920068","tt12719878","http://www.wikidata.org/entity/Q107639163","Dee Company"
"http://www.wikidata.org/entity/Q3878422","tt0188956","http://www.wikidata.org/entity/Q439623","Itala Film"
"http://www.wikidata.org/entity/Q3675393","tt0938579","http://www.wikidata.org/entity/Q2842456","Film Ambrosio"
"http://www.wikidata.org/entity/Q3722030","tt1215858","http://www.wikidata.org/entity/Q2842456","Film Ambrosio"
"http://www.wikidata.org/entity/Q3845254","tt0933082","http://www.wikidata.org/entity/Q2842456","Film Ambrosio"
"http://www.wikidata.org/entity/Q3850701","tt0185466","http://www.wikidata.org/entity/Q2842456","Film Ambrosio"
"http://www.wikidata.org/entity/Q3818650","tt0185158","http://www.wikidata.org/entity/Q3557806","Vides Cinematografica"
"http://www.wikidata.org/entity/Q21646669","tt0183457","http://www.wikidata.org/entity/Q3649554","Caesar Film"
"http://www.wikidata.org/entity/Q826451","tt0156706","http://www.wikidata.org/entity/Q3745442","Filmirage"
"http://www.wikidata.org/entity/Q3818650","tt0185158","http://www.wikidata.org/entity/Q3840934","Lux Film"
"http://www.wikidata.org/entity/Q3805913","tt0172620","http://www.wikidata.org/entity/Q3857797","Milano Films"
"http://www.wikidata.org/entity/Q16576002","tt0041638","http://www.wikidata.org/entity/Q3940534","Romana Film"
"http://www.wikidata.org/entity/Q3842351","tt1041788","http://www.wikidata.org/entity/Q3991110","Tiber Film"
"http://www.wikidata.org/entity/Q83612946","tt11536476","http://www.wikidata.org/entity/Q17034494","Golden Scene"
"http://www.wikidata.org/entity/Q18816371","tt9700764","http://www.wikidata.org/entity/Q19295678","Mano Film"
"http://www.wikidata.org/entity/Q109355923","tt15838850","http://www.wikidata.org/entity/Q109301276","B.A. Entertainment"
"http://www.wikidata.org/entity/Q111942047","tt13421498","http://www.wikidata.org/entity/Q971446","BBC Film"
"http://www.wikidata.org/entity/Q3838384","tt0183429","http://www.wikidata.org/entity/Q2842456","Film Ambrosio"
"http://www.wikidata.org/entity/Q60835040","tt9015532","http://www.wikidata.org/entity/Q3460921","Sacher Film"
"http://www.wikidata.org/entity/Q3615040","tt1041687","http://www.wikidata.org/entity/Q3664262","Celio Film"
"http://www.wikidata.org/entity/Q30890049","tt0045642","http://www.wikidata.org/entity/Q3940534","Romana Film"
"http://www.wikidata.org/entity/Q3819947","tt0943361","http://www.wikidata.org/entity/Q3951149","Savoia Film"
"http://www.wikidata.org/entity/Q3487373","tt0038942","http://www.wikidata.org/entity/Q3951435","Scalera Film"
"http://www.wikidata.org/entity/Q3847894","tt1230277","http://www.wikidata.org/entity/Q439623","Itala Film"
"http://www.wikidata.org/entity/Q3757425","tt1486689","http://www.wikidata.org/entity/Q2842456","Film Ambrosio"
"http://www.wikidata.org/entity/Q3780181","tt1080942","http://www.wikidata.org/entity/Q2842456","Film Ambrosio"
"http://www.wikidata.org/entity/Q3836764","tt1177149","http://www.wikidata.org/entity/Q2842456","Film Ambrosio"
"http://www.wikidata.org/entity/Q4025031","tt0192870","http://www.wikidata.org/entity/Q2842456","Film Ambrosio"
"http://www.wikidata.org/entity/Q3630523","tt0891444","http://www.wikidata.org/entity/Q3857797","Milano Films"
"http://www.wikidata.org/entity/Q3818217","tt0188397","http://www.wikidata.org/entity/Q3991110","Tiber Film"
"http://www.wikidata.org/entity/Q113954049","tt0195881","http://www.wikidata.org/entity/Q3614072","American Film Manufacturing Company"
"http://www.wikidata.org/entity/Q79627108","tt0032646","http://www.wikidata.org/entity/Q5861995","Filmófono"
"http://www.wikidata.org/entity/Q110846722","tt11069476","http://www.wikidata.org/entity/Q111132676","Boogaloo Films"
"http://www.wikidata.org/entity/Q2188914","tt1987018","http://www.wikidata.org/entity/Q525894","France 2"
"http://www.wikidata.org/entity/Q2188914","tt1987018","http://www.wikidata.org/entity/Q913462","Gaumont Film Company"
"http://www.wikidata.org/entity/Q2188914","tt1987018","http://www.wikidata.org/entity/Q1190356","RTBF"
"http://www.wikidata.org/entity/Q3614781","tt0007616","http://www.wikidata.org/entity/Q1418400","Vitagraph Studios"
"http://www.wikidata.org/entity/Q18340907","tt0012245","http://www.wikidata.org/entity/Q1418400","Vitagraph Studios"
"http://www.wikidata.org/entity/Q21714902","tt0008994","http://www.wikidata.org/entity/Q2644123","Fox Film Corporation"
"http://www.wikidata.org/entity/Q5522037","tt1344315","http://www.wikidata.org/entity/Q2429494","Television of Catalonia"
"http://www.wikidata.org/entity/Q3602456","tt0010109","http://www.wikidata.org/entity/Q2644123","Fox Film Corporation"
"http://www.wikidata.org/entity/Q18642933","tt0014062","http://www.wikidata.org/entity/Q2644123","Fox Film Corporation"
"http://www.wikidata.org/entity/Q21534761","tt0010990","http://www.wikidata.org/entity/Q2644123","Fox Film Corporation"
"http://www.wikidata.org/entity/Q48674420","tt0013633","http://www.wikidata.org/entity/Q2644123","Fox Film Corporation"
"http://www.wikidata.org/entity/Q19865453","tt4172430","http://www.wikidata.org/entity/Q159846","Paramount Pictures"
"http://www.wikidata.org/entity/Q107348809","tt10949028","http://www.wikidata.org/entity/Q5096273","Chicken Soup for the Soul"
"http://www.wikidata.org/entity/Q86009686","tt0069878","http://www.wikidata.org/entity/Q7634417","Suevia Films"
"http://www.wikidata.org/entity/Q113963830","tt0194381","http://www.wikidata.org/entity/Q9763057","Cinedistri"
"http://www.wikidata.org/entity/Q107348809","tt10949028","http://www.wikidata.org/entity/Q30602389","Screen Media"
"http://www.wikidata.org/entity/Q95483925","tt0091873","http://www.wikidata.org/entity/Q101122825","Els Films de la Rambla"
"http://www.wikidata.org/entity/Q113111263","tt11069038","http://www.wikidata.org/entity/Q108784198","Lastor Media"
"http://www.wikidata.org/entity/Q107348809","tt10949028","http://www.wikidata.org/entity/Q112083373","Cranium Entertainment"
"http://www.wikidata.org/entity/Q3602747","tt0010713","http://www.wikidata.org/entity/Q159846","Paramount Pictures"
"http://www.wikidata.org/entity/Q17383896","tt0011778","http://www.wikidata.org/entity/Q168383","Universal Pictures"
"http://www.wikidata.org/entity/Q21496682","tt0012679","http://www.wikidata.org/entity/Q168383","Universal Pictures"
"http://www.wikidata.org/entity/Q9294457","tt0198717","http://www.wikidata.org/entity/Q16056309","Embrafilme"
"http://www.wikidata.org/entity/Q10344558","tt0186437","http://www.wikidata.org/entity/Q16056309","Embrafilme"
"http://www.wikidata.org/entity/Q63923947","tt10065694","http://www.wikidata.org/entity/Q515869","Lionsgate"
"http://www.wikidata.org/entity/Q2560489","tt0038871","http://www.wikidata.org/entity/Q736464","Hanna-Barbera"
"http://www.wikidata.org/entity/Q54870808","tt0011452","http://www.wikidata.org/entity/Q1418400","Vitagraph Studios"
"http://www.wikidata.org/entity/Q111541382","tt13835046","http://www.wikidata.org/entity/Q1459090","The Asylum"
"http://www.wikidata.org/entity/Q16524462","tt0011435","http://www.wikidata.org/entity/Q2644123","Fox Film Corporation"
"http://www.wikidata.org/entity/Q3602747","tt0010713","http://www.wikidata.org/entity/Q3739165","Famous Players-Lasky Corporation"
"http://www.wikidata.org/entity/Q107125026","tt13867056","http://www.wikidata.org/entity/Q54829","RTVE"
"http://www.wikidata.org/entity/Q4259969","tt0097730","http://www.wikidata.org/entity/Q141336","Mosfilm"
"http://www.wikidata.org/entity/Q115595453","tt0049638","http://www.wikidata.org/entity/Q141336","Mosfilm"
"http://www.wikidata.org/entity/Q3783925","tt0008063","http://www.wikidata.org/entity/Q168383","Universal Pictures"
"http://www.wikidata.org/entity/Q16401618","tt0363736","http://www.wikidata.org/entity/Q537375","Armenfilm"
"http://www.wikidata.org/entity/Q4506302","tt0173366","http://www.wikidata.org/entity/Q577589","Dovzhenko Film Studios"
"http://www.wikidata.org/entity/Q117085310","tt0172861","http://www.wikidata.org/entity/Q577589","Dovzhenko Film Studios"
"http://www.wikidata.org/entity/Q108940282","tt1695843","http://www.wikidata.org/entity/Q191224","Walt Disney Pictures"
"http://www.wikidata.org/entity/Q107125026","tt13867056","http://www.wikidata.org/entity/Q16928132","Movistar Plus+"
"http://www.wikidata.org/entity/Q111383001","tt16965198","http://www.wikidata.org/entity/Q60644453","Alba Sotorra Productions"
"http://www.wikidata.org/entity/Q67915898","tt0012112","http://www.wikidata.org/entity/Q65090344","Selznick Pictures"
"http://www.wikidata.org/entity/Q111705556","tt0195719","http://www.wikidata.org/entity/Q65090344","Selznick Pictures"
"http://www.wikidata.org/entity/Q107125026","tt13867056","http://www.wikidata.org/entity/Q80177162","Tornasol Films"
"http://www.wikidata.org/entity/Q108940282","tt1695843","http://www.wikidata.org/entity/Q96419248","Rideback"
"http://www.wikidata.org/entity/Q16350407","tt0041781","http://www.wikidata.org/entity/Q775818","Riga Film Studio"
"http://www.wikidata.org/entity/Q3735495","tt0010094","http://www.wikidata.org/entity/Q1418400","Vitagraph Studios"
"http://www.wikidata.org/entity/Q21183960","tt0006307","http://www.wikidata.org/entity/Q2644123","Fox Film Corporation"
"http://www.wikidata.org/entity/Q76960380","tt11498038","http://www.wikidata.org/entity/Q12594195","Lotte Entertainment"
"http://www.wikidata.org/entity/Q4192570","tt0090375","http://www.wikidata.org/entity/Q141336","Mosfilm"
"http://www.wikidata.org/entity/Q4340662","tt0263805","http://www.wikidata.org/entity/Q141336","Mosfilm"
"http://www.wikidata.org/entity/Q21639520","tt0061211","http://www.wikidata.org/entity/Q141336","Mosfilm"
"http://www.wikidata.org/entity/Q61100949","tt9647926","http://www.wikidata.org/entity/Q55737940","Choirock Contents Company"
"http://www.wikidata.org/entity/Q4404667","tt0093905","http://www.wikidata.org/entity/Q158478","Lenfilm"
"http://www.wikidata.org/entity/Q13053106","tt0363738","http://www.wikidata.org/entity/Q537375","Armenfilm"
"http://www.wikidata.org/entity/Q97171423","tt0314098","http://www.wikidata.org/entity/Q577589","Dovzhenko Film Studios"
"http://www.wikidata.org/entity/Q4367108","tt0190639","http://www.wikidata.org/entity/Q639923","Uzbekfilm"
"http://www.wikidata.org/entity/Q4473653","tt0128798","http://www.wikidata.org/entity/Q775818","Riga Film Studio"
"http://www.wikidata.org/entity/Q111915694","tt8105234","http://www.wikidata.org/entity/Q953040","Searchlight Pictures"
"http://www.wikidata.org/entity/Q4528048","tt0096104","http://www.wikidata.org/entity/Q1012251","Gorky Film Studio"
"http://www.wikidata.org/entity/Q21282636","tt0007904","http://www.wikidata.org/entity/Q2644123","Fox Film Corporation"
"http://www.wikidata.org/entity/Q53854471","tt0011284","http://www.wikidata.org/entity/Q2644123","Fox Film Corporation"
"http://www.wikidata.org/entity/Q12659526","tt4842450","http://www.wikidata.org/entity/Q4263938","Lithuanian Film Studios"
"http://www.wikidata.org/entity/Q99627884","tt0034125","http://www.wikidata.org/entity/Q4430598","Soyusdetfilm"
"http://www.wikidata.org/entity/Q16715362","tt0197979","http://www.wikidata.org/entity/Q4530492","Studio Ekran"
"http://www.wikidata.org/entity/Q106765100","tt0086175","http://www.wikidata.org/entity/Q141336","Mosfilm"
"http://www.wikidata.org/entity/Q4230166","tt0030331","http://www.wikidata.org/entity/Q158478","Lenfilm"
"http://www.wikidata.org/entity/Q97182869","tt0370606","http://www.wikidata.org/entity/Q158478","Lenfilm"
"http://www.wikidata.org/entity/Q4410643","tt0252029","http://www.wikidata.org/entity/Q577589","Dovzhenko Film Studios"
"http://www.wikidata.org/entity/Q4205181","tt0370785","http://www.wikidata.org/entity/Q1012251","Gorky Film Studio"
"http://www.wikidata.org/entity/Q123858541","tt0246273","http://www.wikidata.org/entity/Q1012251","Gorky Film Studio"
"http://www.wikidata.org/entity/Q3747534","tt0012181","http://www.wikidata.org/entity/Q3739165","Famous Players-Lasky Corporation"
"http://www.wikidata.org/entity/Q3758616","tt0012202","http://www.wikidata.org/entity/Q3739165","Famous Players-Lasky Corporation"
"http://www.wikidata.org/entity/Q4430725","tt11906140","http://www.wikidata.org/entity/Q4102048","All-Ukrainian Photo-Cinema Administration"
"http://www.wikidata.org/entity/Q64224796","tt0195787","http://www.wikidata.org/entity/Q65090344","Selznick Pictures"
"http://www.wikidata.org/entity/Q21183816","tt0009183","http://www.wikidata.org/entity/Q1418400","Vitagraph Studios"
"http://www.wikidata.org/entity/Q4462374","tt0063717","http://www.wikidata.org/entity/Q1971240","Sverdlovsk Film Studio"
"http://www.wikidata.org/entity/Q4331120","tt0052021","http://www.wikidata.org/entity/Q2875131","Azerbaijanfilm"
"http://www.wikidata.org/entity/Q16349214","tt0314454","http://www.wikidata.org/entity/Q775818","Riga Film Studio"
"http://www.wikidata.org/entity/Q4225000","tt0097675","http://www.wikidata.org/entity/Q1012251","Gorky Film Studio"
"http://www.wikidata.org/entity/Q48953551","tt0321555","http://www.wikidata.org/entity/Q1012251","Gorky Film Studio"
"http://www.wikidata.org/entity/Q115780306","tt1303774","http://www.wikidata.org/entity/Q1012251","Gorky Film Studio"
"http://www.wikidata.org/entity/Q4215459","tt6689322","http://www.wikidata.org/entity/Q2628487","Odesa Film Studio"
"http://www.wikidata.org/entity/Q8564063","tt2351310","http://www.wikidata.org/entity/Q7509507","SidusHQ"
"http://www.wikidata.org/entity/Q48953551","tt0321555","http://www.wikidata.org/entity/Q1130457","Gerasimov Institute of Cinematography"
"http://www.wikidata.org/entity/Q16654927","tt0011238","http://www.wikidata.org/entity/Q1188369","First National"
"http://www.wikidata.org/entity/Q106756446","tt0174305","http://www.wikidata.org/entity/Q1975431","Kyrgyzfilm"
"http://www.wikidata.org/entity/Q4102803","tt0083274","http://www.wikidata.org/entity/Q141336","Mosfilm"
"http://www.wikidata.org/entity/Q4348410","tt0079708","http://www.wikidata.org/entity/Q141336","Mosfilm"
"http://www.wikidata.org/entity/Q17582645","tt0347660","http://www.wikidata.org/entity/Q141336","Mosfilm"
"http://www.wikidata.org/entity/Q106755873","tt1663320","http://www.wikidata.org/entity/Q141336","Mosfilm"
"http://www.wikidata.org/entity/Q4526931","tt0050966","http://www.wikidata.org/entity/Q158478","Lenfilm"
"http://www.wikidata.org/entity/Q113502270","tt0079695","http://www.wikidata.org/entity/Q158478","Lenfilm"
"http://www.wikidata.org/entity/Q57780025","tt0015786","http://www.wikidata.org/entity/Q2644123","Fox Film Corporation"
"http://www.wikidata.org/entity/Q3785811","tt0009181","http://www.wikidata.org/entity/Q3739165","Famous Players-Lasky Corporation"
"http://www.wikidata.org/entity/Q57314405","tt0011286","http://www.wikidata.org/entity/Q168383","Universal Pictures"
"http://www.wikidata.org/entity/Q4450432","tt0086411","http://www.wikidata.org/entity/Q1012251","Gorky Film Studio"
"http://www.wikidata.org/entity/Q112657755","tt0382727","http://www.wikidata.org/entity/Q1971240","Sverdlovsk Film Studio"
"http://www.wikidata.org/entity/Q15985065","tt0253209","http://www.wikidata.org/entity/Q141336","Mosfilm"
"http://www.wikidata.org/entity/Q106729670","tt0092181","http://www.wikidata.org/entity/Q141336","Mosfilm"
"http://www.wikidata.org/entity/Q4422358","tt0086317","http://www.wikidata.org/entity/Q158478","Lenfilm"
"http://www.wikidata.org/entity/Q97205408","tt12669716","http://www.wikidata.org/entity/Q483971","Stone Music Entertainment"
"http://www.wikidata.org/entity/Q20082826","tt0347619","http://www.wikidata.org/entity/Q577589","Dovzhenko Film Studios"
"http://www.wikidata.org/entity/Q4106975","tt0201300","http://www.wikidata.org/entity/Q639923","Uzbekfilm"
"http://www.wikidata.org/entity/Q109428629","tt0034532","http://www.wikidata.org/entity/Q639923","Uzbekfilm"
"http://www.wikidata.org/entity/Q3758136","tt1914260","http://www.wikidata.org/entity/Q689021","Selig Polyscope Company"
"http://www.wikidata.org/entity/Q4492447","tt0306827","http://www.wikidata.org/entity/Q1012251","Gorky Film Studio"
"http://www.wikidata.org/entity/Q4501435","tt0093343","http://www.wikidata.org/entity/Q1012251","Gorky Film Studio"
"http://www.wikidata.org/entity/Q114671766","tt0127982","http://www.wikidata.org/entity/Q1012251","Gorky Film Studio"
"http://www.wikidata.org/entity/Q5689609","tt0018983","http://www.wikidata.org/entity/Q1414304","Film Booking Offices of America"
"http://www.wikidata.org/entity/Q48836178","tt0011199","http://www.wikidata.org/entity/Q2644123","Fox Film Corporation"
"http://www.wikidata.org/entity/Q4202733","tt0298376","http://www.wikidata.org/entity/Q4300318","Moldova-Film"
"http://www.wikidata.org/entity/Q116442876","tt28106766","http://www.wikidata.org/entity/Q85983145","Filmmaker R&K"
"http://www.wikidata.org/entity/Q115945792","tt10405390","http://www.wikidata.org/entity/Q108444743","Black Sheep Productions"
